ArticuloID,Descripcion,Articulo_Tipo,Articulo_Grupo,Articulo_Clase,Precio
DDFPU87CB,DEFENSA DEL FORD PU 87-91 CROMADA C/BARR,DEFENSAS DELANTERAS,FORD,TAIWAN,2100
DDFPU87CL,DEFENSA DEL FORD PU 87-91 CROMADA LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,2100
DDFPU87PL,DEFENSA DEL FORD PU 87-91 P/PINTAR LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,1500
DDFPU92CB,DEFENSA DEL FORD PU 92-96 CROMADA C/BARR,DEFENSAS DELANTERAS,FORD,TAIWAN,2100
DDFPU92CL,DEFENSA DEL FORD PU 92-96 CROMADA LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,2100
DDFPU92PL,DEFENSA DEL FORD PU 92-96 P/PINTAR LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,1500
DDFPU97CB,DEFENSA DEL FORD PU 97-98 LOBO CROM C/BARR,DEFENSAS DELANTERAS,FORD,TAIWAN,2100
DDFPU97PB,DEFENSA DEL FORD PU 97-98 LOBO PINT C/BARR,DEFENSAS DELANTERAS,FORD,TAIWAN,1600
DDFPU97PL,DEFENSA DEL FORD PU 97-98 PINTADA LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,1600
DDFPU99C,DEFENSA DEL FORD PU XL 99-03 / EXPED 99-02 CROMADA,DEFENSAS DELANTERAS,FORD,TAIWAN,2100
DDFPU99P,DEFENSA DEL FORD PU XL 99-03 / EXPED 99-02 PINTADA,DEFENSAS DELANTERAS,FORD,TAIWAN,1400
DDFRA01C,DEFENSA DEL RANGER 01-02 CROMADA,DEFENSAS DELANTERAS,FORD,TAIWAN,3000
DDFRA01P,DEFENSA DEL RANGER 01-02 PINTADA,DEFENSAS DELANTERAS,FORD,TAIWAN,2200
DDFRA83CL,DEFENSA DEL RANGER 83-88 / BRONCO II CROM LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,900
DDFRA83PL,DEFENSA DEL RANGER 83-88 / BRONCO II PINT LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,800
DDFRA95CB,DEFENSA DEL RANGER 95-97 CROMADA C/BARR,DEFENSAS DELANTERAS,FORD,TAIWAN,1600
DDFRA95CL,DEFENSA DEL RANGER 95-97 CROMADA LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,1700
DDFRA95PL,DEFENSA DEL RANGER 95-97 P/PINTAR LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,1300
DDFRA98C,DEFENSA DEL RANGER 98 CROMADA,DEFENSAS DELANTERAS,FORD,TAIWAN,1600
DDFRA98P,DEFENSA DEL RANGER 98 PINTADA,DEFENSAS DELANTERAS,FORD,TAIWAN,1400
DDFSD99C,DEFENSA DEL FORD SUPER DUTY 99-03 CROM C/BARR,DEFENSAS DELANTERAS,FORD,TAIWAN,3200
DDFSD99CL,DEFENSA DEL FORD SUPER DUTY 99-03 CROMADA LISA,DEFENSAS DELANTERAS,FORD,TAIWAN,3200
DDFSD99P,DEFENSA DEL FORD SUPER DUTY 99-03 PINTADA,DEFENSAS DELANTERAS,FORD,TAIWAN,2600
DDFTO89,DEFENSA DEL TOPAZ / GHIA 88 1/2-91 C/MOLD CROMADA,DEFENSAS DELANTERAS,FORD,TAIWAN,1600
DDFTO92,DEFENSA DEL TOPAZ / GHIA 92-94 (FACIA),DEFENSAS DELANTERAS,FORD,TAIWAN,1600
DDFVA92C,*DEFENSA DEL FORD VAN 92-96 ECONOLINE CROMADA,DEFENSAS DELANTERAS,FORD,TAIWAN,0
DDFVA92P,*DEFENSA DEL FORD VAN 92-96 ECONOLINE PINTADA,DEFENSAS DELANTERAS,FORD,TAIWAN,0
DDFVA97C,DEFENSA DEL FORD VAN 97-03 ECONOLINE CROMADA,DEFENSAS DELANTERAS,FORD,TAIWAN,2300
DDFVA97P,DEFENSA DEL FORD VAN 97-03 ECONOLINE PINTADA,DEFENSAS DELANTERAS,FORD,TAIWAN,1600
DDFWI95,DEFENSA DEL WINDSTAR 95-97,DEFENSAS DELANTERAS,FORD,TAIWAN,1000
DDFWI98,DEFENSA DEL WINDSTAR  9 8,DEFENSAS DELANTERAS,FORD,TAIWAN,750
DDFWI99,DEFENSA DEL WINDSTAR 99-03 SE SIN PARRILLA,DEFENSAS DELANTERAS,FORD,TAIWAN,1400
DDFWI99P,DEFENSA DEL WINDSTAR 99-03 LX CON PARRILLA,DEFENSAS DELANTERAS,FORD,TAIWAN,1600
DDHAC01,DEFENSA DEL ACCORD 01-02,DEFENSAS DELANTERAS,HONDA,TAIWAN,1300
DDHAC98,DEFENSA DEL ACCORD 98-00,DEFENSAS DELANTERAS,HONDA,TAIWAN,800
DDHCI01,DEFENSA DEL CIVIC 01-03,DEFENSAS DELANTERAS,HONDA,TAIWAN,1400
DDHOD99,DEFENSA DEL ODYSSEY 99-03,DEFENSAS DELANTERAS,HONDA,NO PROPORCIONADO,2500
DDIPU86PL,DEFENSA DEL ISUZU PU / LUV 86-87 PINTADA LISA,DEFENSAS DELANTERAS,ISUZU,TAIWAN,700
DDIPU88CL,DEFENSA DEL ISUZU PU / LUV 88-95 CROM LISA,DEFENSAS DELANTERAS,ISUZU,TAIWAN,550
DDMBCC01,DEFENSA DEL MBENZ CLASE-C 01-03,DEFENSAS DELANTERAS,MERCEDES,TAIWAN,3000
DDMPU86CL,DEFENSA DEL MAZDA PU 86-89 CROMADA LISA,DEFENSAS DELANTERAS,MAZDA,TAIWAN,600
DDMPU86PL,DEFENSA DEL MAZDA PU 86-89 PINTADA LISA,DEFENSAS DELANTERAS,MAZDA,TAIWAN,500
DDMPU94PB,DEFENSA DEL MAZDA PU 94-97 PINTADA C/BARRR ***,DEFENSAS DELANTERAS,MAZDA,TAIWAN,1200
DDMPU94PL,DEFENSA DEL MAZDA PU 94-97 PINTADA LISA ***,DEFENSAS DELANTERAS,MAZDA,TAIWAN,1200
DDMTPU79C,DEFENSA DEL MITSUBISHI PU L200 / RAM-50 79-82 CROM,DEFENSAS DELANTERAS,MITSUBISHI,TAIWAN,600
DDMTPU85C,DEFENSA DEL MITSUBISHI PU L200 / RAM-50 85-86 CROM,DEFENSAS DELANTERAS,MITSUBISHI,TAIWAN,700
DDMTPU87C,DEFENSA DEL MITSUBISHI PU L200 / RAM-50 87-92 CROM,DEFENSAS DELANTERAS,MITSUBISHI,TAIWAN,700
DDNA1079,DEFENSA DEL DATSUN SEDAN 79-80 CROMADA,DEFENSAS DELANTERAS,NISSAN,TAIWAN,600
DDNA1081,DEFENSA DEL DATSUN SEDAN 81-84 CROMADA,DEFENSAS DELANTERAS,NISSAN,TAIWAN,450
DDNAL02,DEFENSA DEL ALTIMA 02-03,DEFENSAS DELANTERAS,NISSAN,TAIWAN,3000
DDNE03F,*DEFENSA DEL NEON 03-04 C/FARO NIEBLA,DEFENSAS DELANTERAS,DODGE,TAIWAN,0
DDNPL02,DEFENSA DEL PLATINA 02-03 SIN FARO NIEBLA,DEFENSAS DELANTERAS,NISSAN,TAIWAN,1500
DDNPL02F,DEFENSA DEL PLATINA 02-03 CON FARO NIEBLA,DEFENSAS DELANTERAS,NISSAN,TAIWAN,1500
DDNPU73,DEFENSA DEL DATSUN PU 73-80 CROMADA (620),DEFENSAS DELANTERAS,NISSAN,TAIWAN,450
DDNPU81,DEFENSA DEL DATSUN PU 81-83 CROMADA (720) DELG,DEFENSAS DELANTERAS,NISSAN,TAIWAN,350
DDNPU84C,DEFENSA DEL NISSAN PU 84-93 CROMADA (720),DEFENSAS DELANTERAS,NISSAN,TAIWAN,320
DDNPU84P,DEFENSA DEL NISSAN PU 84-93 NEGRA (720),DEFENSAS DELANTERAS,NISSAN,TAIWAN,260
DDNPU86CA,DEFENSA DEL NISSAN PU 86-92 D-21 CROM LISA AMER,DEFENSAS DELANTERAS,NISSAN,TAIWAN,450
DDNPU93CA,DEFENSA DEL NISSAN PU 93-97 CROMADA (D21) AMER,DEFENSAS DELANTERAS,NISSAN,TAIWAN,700
DDNPU93PA,DEFENSA DEL NISSAN PU 93-97 NEGRA (D21) AMER,DEFENSAS DELANTERAS,NISSAN,TAIWAN,600
DDNPU94C,DEFENSA DEL NISSAN PU 94-03 D-21 CROM,DEFENSAS DELANTERAS,NISSAN,TAIWAN,700
DDNPU94P,DEFENSA DEL NISSAN PU 94-03 D-21 NEGRA,DEFENSAS DELANTERAS,NISSAN,TAIWAN,600
DDNSE01,DEFENSA DEL SENTRA 01-03,DEFENSAS DELANTERAS,NISSAN,TAIWAN,1000
DDNSE96,DEFENSA DEL SENTRA 96-97,DEFENSAS DELANTERAS,NISSAN,TAIWAN,500
DDNSE98,DEFENSA DEL SENTRA 98-00 CON FAROS P/ NIEBLA,DEFENSAS DELANTERAS,NISSAN,TAIWAN,500
DDNT184,DEFENSA DEL TSURU I 84-85 CORTA,DEFENSAS DELANTERAS,NISSAN,TAIWAN,330
DDNT186G,DEFENSA DEL TSURU I 86-87 1/4 GRANDE,DEFENSAS DELANTERAS,NISSAN,TAIWAN,400
DDNT288A,DEFENSA DEL TSURU II 88-91 (AUSTERO, CORRUGADA),DEFENSAS DELANTERAS,NISSAN,TAIWAN,450
DDNT289L,DEFENSA DEL TSURU II 89-91 (TIPICO/LUJO/LISA),DEFENSAS DELANTERAS,NISSAN,TAIWAN,700
DDNT392G,DEFENSA DEL TSURU III 92-03 GRIS P/PINTAR,DEFENSAS DELANTERAS,NISSAN,TAIWAN,500
DDNT392N,DEFENSA DEL TSURU III 92-03 NEGRA GSI (CHINITA),DEFENSAS DELANTERAS,NISSAN,TAIWAN,500
DDP20601,DEFENSA DEL PEUGEOT 206 01-02,DEFENSAS DELANTERAS,PEUGEOT,TAIWAN,1000
DDSIB01,DEFENSA DEL IBIZA 01-02,DEFENSAS DELANTERAS,SEAT,TAIWAN,1200
DDTPU82C,DEFENSA DEL TOYOTA PU 82-83 P/ALER CROM (TRACC N),DEFENSAS DELANTERAS,TOYOTA,TAIWAN,450
DDTPU84C,DEFENSA DEL TOYOTA PU 84-86 P/ALER CROM (TRACC N),DEFENSAS DELANTERAS,TOYOTA,TAIWAN,450
DDTPU84C2,DEFENSA DEL TOYOTA PU 84-87 CROM (DOBLE TRACC),DEFENSAS DELANTERAS,TOYOTA,TAIWAN,500
DDTPU87C,DEFENSA DEL TOYOTA PU 87-88 CROM (TRACC NOR),DEFENSAS DELANTERAS,TOYOTA,TAIWAN,800
DDTPU89C,DEFENSA DEL TOYOTA PU 89-95 CROM (TRACC NOR),DEFENSAS DELANTERAS,TOYOTA,TAIWAN,800
DDTPU89C2,DEFENSA DEL TOYOTA PU 89-91 CROM (DOBLE TRACC),DEFENSAS DELANTERAS,TOYOTA,TAIWAN,800
DDTT10093C,DEFENSA DEL TOYOTA PU T100 93-98 CROMADA ***,DEFENSAS DELANTERAS,TOYOTA,TAIWAN,1800
DDVCO88,DEFENSA DEL COMBI 87 1/2-94,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,550
DDVDE00,*DEFENSA DEL DERBY 00-03,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,0
DDVEV03,*DEFENSA DEL EURO VAN 03-04 SIN FAROS P/NIEBLA (90-96),DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,0
DDVGO00,DEFENSA DEL GOLF 00-03 P/PINT S/MOLD,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,1500
DDVGO87C,DEFENSA DEL GOLF / JETTA 87-91 C/MOLD CROMADA,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,550
DDVGO87P,DEFENSA DEL GOLF / JETTA 87-91 C/MOLD NEGRA,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,550
DDVGO92,DEFENSA DEL GOLF GTI / JETTA 92 ANCHA C/SPOILER,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,550
DDVGO93,DEFENSA DEL GOLF / JETTA 93-98 (GOTA LISA),DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,700
DDVJE99,DEFENSA DEL JETTA 99-03 S/MOLD S/SPOILER,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,1100
DDVJE99M,DEFENSA DEL JETTA 99-03 CON MOLDURA Y SPOILER,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,1100
DDVLU04,*DEFENSA DEL LUPO 2004,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,0
DDVPO00,DEFENSA DEL POINTER 00-03 P/PINT S/MOLD,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,1200
DDVPO00C,DEFENSA DEL POINTER 00-03 CHINA S/MOLD,DEFENSAS DELANTERAS,VOLSKWAGEN,BRASIL,1200
DDVPO03,DEFENSA DEL POINTER 03-04 SIN FAROS P/NIEBLA ***,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,1400
DDVPO03F,DEFENSA DEL POINTER 03-04 CON FAROS P/NIEBLA ***,DEFENSAS DELANTERAS,VOLSKWAGEN,TAIWAN,1400
DS468L,CALAVERA MAXIMA 97-99 ROJO/AMBAR EXT IZQ,CALAVERAS,NISSAN,TAIWAN,1000
DS468R,CALAVERA MAXIMA 97-99 ROJO/AMBAR EXT DER,CALAVERAS,NISSAN,TAIWAN,1000
DS469L,CALAVERA MAXIMA 97-99 ROJO/BCO INT IZQ,CALAVERAS,NISSAN,TAIWAN,800
DS469R,CALAVERA MAXIMA 97-99 ROJO/BCO INT DER,CALAVERAS,NISSAN,TAIWAN,800
DS488UURW2,JGO CALAV NISSAN PU D-21 87-97 (LARGA) SPORT CROM,CALAVERA SPORT CROMO,NISSAN,TAIWAN,1600
DTCCA00,DEFENSA TRAS CAVALIER 00-02 P/PINTAR,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,1600
DTCCA91,DEFENSA TRAS CAVALIER 91-92 (FACIA),DEFENSAS TRASERAS,CHEVROLET,TAIWAN,500
DTCCA95CG,DEFENSA TRAS CAVALIER 95-99 CHINITA GRIS,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,600
DTCCA95CN,DEFENSA TRAS CAVALIER 95-96 CHINITA NEGRA,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,600
DTCCH94,DEFENSA TRAS CHEVY SWING / JOY 94-03,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,500
DTCMA97,DEFENSA TRAS MALIBU 97-03 SIN LETRAS,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,1200
DTCMO97,DEFENSA TRAS MONZA 97-03 P/PINTAR,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,900
DTCMT04,*DEFENSA TRAS MATIZ 2004,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,0
DTCPU73C,DEFENSA TRAS CHEV PU 73-88 CROMADA,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,1600
DTCPU89CB,DEFENSA TRAS CHEV PU 89-91 CROMADA C/BARR,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,1800
DTCPU89CL,DEFENSA TRAS CHEV PU 89-91 CROMADA LISA,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,1800
DTCS1091CB,DEFENSA TRAS S-10 91-94 CROM C/BARR SIN ESCALON,DEFENSAS TRASERAS,CHEVROLET,TAIWAN,1200
DTDCI96,DEFENSA TRAS CIRRUS 96-00 P/PINTAR,DEFENSAS TRASERAS,DODGE,TAIWAN,2200
DTDNE00,DEFENSA TRAS NEON 00-02,DEFENSAS TRASERAS,DODGE,TAIWAN,1800
DTDNE94,DEFENSA TRAS NEON 94-99 P/PINTAR,DEFENSAS TRASERAS,DODGE,TAIWAN,500
DTDSH89,DEFENSA TRAS SHADOW 89-94 P/PINTAR,DEFENSAS TRASERAS,DODGE,TAIWAN,800
DTDST95,DEFENSA TRAS STRATUS 95-00,DEFENSAS TRASERAS,DODGE,TAIWAN,2500
DTDVO01,DEFENSA TRAS VOYAGER 01-03 GRIS CORRUGADA ***,DEFENSAS TRASERAS,DODGE,TAIWAN,4000
DTDVO01T,DEFENSA TRAS VOYAGER 01-03 (TOWN & C. LISA) ***,DEFENSAS TRASERAS,DODGE,TAIWAN,4000
DTDVO96,DEFENSA TRAS VOYAGER 96-00 GRIS CORRUGADA ***,DEFENSAS TRASERAS,DODGE,US,800
DTDVO97T,DEFENSA TRAS VOYAGER 97-98 TOWN & C LARGA P/PINT ***,DEFENSAS TRASERAS,DODGE,US,3000
DTFAE86C,DEFENSA TRAS AEROSTAR 86-94 CORTA C/MOLDURA,DEFENSAS TRASERAS,FORD,TAIWAN,2000
DTFES94,DEFENSA TRAS ESCORT 94-95 4 PUERTAS,DEFENSAS TRASERAS,FORD,TAIWAN,3000
DTFES96,DEFENSA TRAS ESCORT 96 4 PUERTAS,DEFENSAS TRASERAS,FORD,TAIWAN,3000
DTFES97,DEFENSA TRAS ESCORT 97-99 4 PUERTAS,DEFENSAS TRASERAS,FORD,TAIWAN,2200
DTFFI00N,DEFENSA TRAS FIESTA 00-02 NEGRA,DEFENSAS TRASERAS,FORD,TAIWAN,1400
DTFFI98,DEFENSA TRAS FIESTA 98-99 NEGRA,DEFENSAS TRASERAS,FORD,BRASIL,1400
DTFGM92,DEFENSA TRAS GRAND MARQUIS 92-94,DEFENSAS TRASERAS,FORD,TAIWAN,2400
DTFGM95,DEFENSA TRAS GRAND MARQUIS 95-97,DEFENSAS TRASERAS,FORD,TAIWAN,2400
DTFGM98,DEFENSA TRAS GRAND MARQUIS 98-02,DEFENSAS TRASERAS,FORD,TAIWAN,2400
DTFKA01N,DEFENSA TRAS KA 2001 NEGRA,DEFENSAS TRASERAS,FORD,TAIWAN,600
DTFKA02N,DEFENSA TRAS KA 02-04 NEGRA,DEFENSAS TRASERAS,FORD,BRASIL,900
DTFTO89,DEFENSA TRAS TOPAZ/GHIA 88 1/2-94 4 PTAS C/MO CROM,DEFENSAS TRASERAS,FORD,TAIWAN,2000
DTFW199SE,*DEFENSA TRAS WINDSTAR 99-03,DEFENSAS TRASERAS,FORD,TAIWAN,0
DTFWI95,DEFENSA TRAS WINDSTAR 95-98 ***,DEFENSAS TRASERAS,FORD,TAIWAN,800
DTFWI99LX,DEFENSA TRAS WINDSTAR 99-03 LX CHINITA***,DEFENSAS TRASERAS,FORD,TAIWAN,1800
DTFWI99SE,DEFENSA TRAS WINDSTAR 99-03 SE/SEL P/PINTAR ***,DEFENSAS TRASERAS,FORD,TAIWAN,5000
DTNA1079,DEFENSA TRAS DATSUN SEDAN 79-80 CROMADA (A-10),DEFENSAS TRASERAS,NISSAN,TAIWAN,600
DTNA1081,DEFENSA TRAS DATSUN SEDAN 81-84 CROMADA,DEFENSAS TRASERAS,NISSAN,TAIWAN,450
DTNSE01,DEFENSA TRAS SENTRA 01-03,DEFENSAS TRASERAS,NISSAN,TAIWAN,1000
DTNSE98,DEFENSA TRAS SENTRA 98-00,DEFENSAS TRASERAS,NISSAN,TAIWAN,1000
DTNT184,DEFENSA TRAS TSURU I 84-85 CORTA,DEFENSAS TRASERAS,NISSAN,TAIWAN,330
DTNT186,DEFENSA TRAS TSURU I 86-87 LARGA,DEFENSAS TRASERAS,NISSAN,TAIWAN,450
DTNT288A,DEFENSA TRAS TSURU II 88-91 SEDAN (AUSTERO),DEFENSAS TRASERAS,NISSAN,TAIWAN,450
DTNT289L,DEFENSA TRAS TSURU II 89-91 SEDAN (DE LUJO),DEFENSAS TRASERAS,NISSAN,TAIWAN,900
DTNT392G,DEFENSA TRAS TSURU III 92-03 GRIS (P/PINTAR),DEFENSAS TRASERAS,NISSAN,TAIWAN,500
DTNT392N,DEFENSA TRAS TSURU III 92-03 NEGRA GSI (CHINITA),DEFENSAS TRASERAS,NISSAN,TAIWAN,500
DTP20601,DEFENSA TRAS PEUGEOT 206 01-02,DEFENSAS TRASERAS,PEUGEOT,TAIWAN,1200
DTT3102320,ELEV CRISTAL FORD PU 73-79 DER,ELEVADORES DE CRISTAL,FORD,TAIWAN,280
DTT3102321,ELEV CRISTAL FORD PU 73-79 IZQ,ELEVADORES DE CRISTAL,FORD,TAIWAN,280
DTTPU87C,DEFENSA TRAS TOYOTA PU 87-88 CROMADA,DEFENSAS TRASERAS,TOYOTA,TAIWAN,1600
DTTPU89C,DEFENSA TRAS TOYOTA PU 89-95 CROMADA (ESCALON),DEFENSAS TRASERAS,TOYOTA,TAIWAN,3000
DTVEV03,*DEFENSA TRAS EURO VAN 03-04 (90-96),DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,0
DTVGO87C,DEFENSA TRAS GOLF 87-90 C/MOLD CROMADA,DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,1000
DTVGO92,DEFENSA TRAS GOLF GTI 91-92 ANCHA,DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,800
DTVGO93,DEFENSA TRAS GOLF 93-99 (GOTA LISA),DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,800
DTVJE87C,DEFENSA TRAS JETTA 87-90 C/MOLD CROMADA,DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,1300
DTVJE92,DEFENSA TRAS JETTA 92 ANCHA,DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,800
DTVJE93,DEFENSA TRAS JETTA 93-98 (GOTA LISA ),DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,800
DTVPO00,DEFENSA TRAS POINTER 00-03 P/PINT S/MOLD,DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,1200
DTVPO00C,DEFENSA TRAS POINTER 00-03 CHINA S/MOLD,DEFENSAS TRASERAS,VOLSKWAGEN,BRASIL,1200
DTVPOPU00,ZBAJA,DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,0
DTVPOPU99,DEFENSA TRAS POINTER PICK UP 99-01 CENTRAL,DEFENSAS TRASERAS,VOLSKWAGEN,TAIWAN,1000
E0TZ16038A,MOLD ARCO SALP FORD PU 80-86 DER,MOLDURAS,FORD,TAIWAN,300
E0TZ16039A,MOLD ARCO SALP FORD PU 80-86 IZQ,MOLDURAS,FORD,TAIWAN,300
E0TZ29164A,MOLD ARCO TRAS FORD PU 80-86 DER,MOLDURAS,FORD,TAIWAN,300
E0TZ29165A,MOLD ARCO TRAS FORD PU 80-86 IZQ,MOLDURAS,FORD,TAIWAN,300
E0TZ8419A,MOLD SUP PARR FORD PU 80-86,MOLDURAS,FORD,TAIWAN,200
E0TZ8422A,MOLD INF PARR FORD PU 80-86,MOLDURAS,FORD,TAIWAN,200
E5TZ8146,TOLVA RAD FORD PU 80-93 8 CIL / 80-86 6 CIL,TOLVAS DE RADIADOR,FORD,TAIWAN,180
E7TZ152300,ELEV CRISTAL FORD PU 80-97 DER,ELEVADORES DE CRISTAL,FORD,TAIWAN,280
E7TZ152301,ELEV CRISTAL FORD PU 80-97 IZQ,ELEVADORES DE CRISTAL,FORD,TAIWAN,280
E7TZ16038A,MOLD ARCO SALP FORD PU 87-93 DER,MOLDURAS,FORD,TAIWAN,300
E7TZ16039A,MOLD ARCO SALP FORD PU 87-93 IZQ,MOLDURAS,FORD,TAIWAN,300
E7TZ29164A,MOLD ARCO TRAS FORD PU 87-93 DER,MOLDURAS,FORD,TAIWAN,300
E7TZ29165A,MOLD ARCO TRAS FORD PU 87-93 IZQ,MOLDURAS,FORD,TAIWAN,300
ELCAR00CL,ESPEJO LAT ASTRA 00-03 CON CONTROL MANUAL IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,800
ELCAR00CR,ESPEJO LAT ASTRA 00-03 CON CONTROL MANUAL DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,800
ELCAS88EL,ESPEJO LAT GMC-ASTRO / SAFARI 88-98 ELEC IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,750
ELCAS88ER,ESPEJO LAT GMC-ASTRO / SAFARI 88-98 ELEC DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,750
ELCAS88L,ESPEJO LAT GMC ASTRO SAFARI VAN 88-98 SIN CONT IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,600
ELCAS88R,ESPEJO LAT GMC ASTRO SAFARI VAN 88-98 SIN CONT DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,600
ELCCA90CBL,ESPEJO LAT CAVALIER 90-94 4P CON BASE CONT MAN IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,400
ELCCA90CBR,ESPEJO LAT CAVALIER 90-94 4P CON BASE CONT MAN DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,400
ELCCA90CL,ESPEJO LAT CAVALIER 90-94 4P SIN BASE CONT MAN IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,280
ELCCA90CR,ESPEJO LAT CAVALIER 90-94 4P SIN BASE CONT MAN DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,280
ELCCA95CL2,ESPEJO LAT CAV/SUNF 95-03 2P C/BASE CONT MAN IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,500
ELCCA95CL4,ESPEJO LAT CAVALIER 95-03 4P CON BASE CONT MAN IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,500
ELCCA95EL,ESPEJO LAT CAVALIER 95-03 4P CON BASE ELECT IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,800
ELCCA95EL2,ESPEJO LAT CAV/SUNF 95-03 2P CON BASE ELECT IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,800
ELCCA95ER,ESPEJO LAT CAVALIER 95-03 4P CON BASE ELECT DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,800
ELCCA95ER2,ESPEJO LAT CAV/SUNF 95-03 2P CON BASE ELECT DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,800
ELCCA95R2,ESPEJO LAT CAV/SUNF 95-03 2P C/BASE SIN CONT DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,500
ELCCA95R4,ESPEJO LAT CAVALIER 95-03 4P CON BASE SIN CONT DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,500
ELCCH94CL,ESPEJO LAT CHEVY 94-03 C/BASE CON CONT MAN IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,240
ELCCH94CR,ESPEJO LAT CHEVY 94-03 C/BASE CON CONT MAN DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,240
ELCCU87CL,ESPEJO LAT CUTLA / CENT 87-96 C/BASE C/CON MAN IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,450
ELCCU87CR,ESPEJO LAT CUTLA / CENT 87-96 C/BASE C/CON MAN DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,450
ELCCU87EL,ESPEJO LAT CUTLA / CENT 87-96 C/BASE ELEC IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,750
ELCCU87ER,ESPEJO LAT CUTLA / CENT 87-96 C/BASE ELEC DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,750
ELCCU87L,ESPEJO LAT CUTLA / CENT 87-96 C/BASE S/CONT IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,350
ELCCU87R,ESPEJO LAT CUTLA / CENT 87-96 C/BASE S/CONT DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,350
ELCGA99EL,ESPEJO LAT GRAND AM 99-03 ELECTRICO IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,1200
ELCGA99ER,ESPEJO LAT GRAND AM 99-03 ELECTRICO DER,ESPEJOS LATERALES,CHEVROLET,TAIWAN,1200
ELCGP97EL,ESPEJO LAT GRAND PRIX 97-02 ELECTRICO IZQ,ESPEJOS LATERALES,CHEVROLET,TAIWAN,900
