Folio,ClienteID,VendedorID,TimeID
A005313,NO PROPORCIONADO,NO PROPORCIONADO,20220128
A005314,NO PROPORCIONADO,NO PROPORCIONADO,20210603
A005315,NO PROPORCIONADO,NO PROPORCIONADO,20200616
A005316,NO PROPORCIONADO,NO PROPORCIONADO,20161228
A005317,NO PROPORCIONADO,NO PROPORCIONADO,20140415
A005318,NO PROPORCIONADO,NO PROPORCIONADO,20150524
A005319,5777,7,20150205
A005320,5046,7,20170113
A005321,NO PROPORCIONADO,NO PROPORCIONADO,20190719
A005322,5046,7,20190118
A005323,5542,5,20221229
A005324,5114,1,20180916
A005325,5669,6,20180611
A005326,5537,6,20140830
A005327,5262,1,20200109
A005328,5237,1,20141026
A005329,5211,4,20190806
A005330,5112,1,20160421
A005331,5011,7,20221010
A005332,5013,7,20190118
A005333,NO PROPORCIONADO,NO PROPORCIONADO,20150627
A005334,5134,1,20151015
A005335,5223,1,20170513
A005336,5223,1,20190422
A005337,5417,4,20141018
A005338,5316,4,20180125
A005339,5253,1,20170730
A005340,5337,1,20200930
A005341,5050,7,20170714
A005342,0008,3,20180218
A005343,0008,3,20190809
A005344,5661,1,20140206
A005345,5150,1,20141228
A005346,5053,2,20140313
A005347,5225,8,20161228
A005348,5180,8,20140331
A005349,5760,8,20181129
A005350,5031,8,20150929
A005351,5907,9,20210112
A005352,5333,4,20141026
A005353,5031,8,20210204
A005354,5603,4,20160804
A005355,5246,7,20180610
A005356,5392,2,20190327
A005357,NO PROPORCIONADO,NO PROPORCIONADO,20171225
A005358,NO PROPORCIONADO,NO PROPORCIONADO,20180331
A005359,NO PROPORCIONADO,NO PROPORCIONADO,20210805
A005360,5219,1,20140716
A005361,5885,4,20150406
A005362,NO PROPORCIONADO,NO PROPORCIONADO,20211219
A005363,5173,8,20221016
A005364,5090,8,20151105
A005365,5700,5,20160114
A005366,5029,7,20140122
A005367,0089,3,20160501
A005368,0034,3,20210826
A005369,5492,5,20160524
A005370,5492,0,20190215
A005371,5509,1,20140124
A005372,5509,1,20201207
A005373,5509,1,20150712
A005374,5509,1,20190427
A005375,5509,1,20200726
A005376,5509,1,20190429
A005377,NO PROPORCIONADO,NO PROPORCIONADO,20180926
A005378,5245,7,20190929
A005379,5113,8,20220811
A005380,5096,NO PROPORCIONADO,20170714
A005381,5143,1,20170929
A005382,5159,7,20160406
A005383,5289,4,20140403
A005384,5013,7,20170303
A005385,5245,7,20170609
A005386,5183,2,20180330
A005387,5739,8,20141024
A005388,5421,4,20160530
A005389,5781,7,20211130
A005390,5103,8,20151007
A005391,5014,7,20150821
A005392,5777,7,20141105
A005393,5853,2,20160927
A005394,5735,7,20220929
A005395,5615,7,20151107
A005396,5046,7,20170412
A005397,5431,6,20170423
A005398,5117,1,20190304
A005399,5245,7,20151005
A005400,5885,4,20210106
A005401,NO PROPORCIONADO,NO PROPORCIONADO,20160318
A005402,5214,4,20220907
A005403,5028,4,20170604
A005404,5026,2,20180105
A005405,5638,1,20190924
A005406,5040,7,20181111
A005407,5409,8,20140301
A005408,NO PROPORCIONADO,NO PROPORCIONADO,20200204
A005409,NO PROPORCIONADO,NO PROPORCIONADO,20200329
A005410,5096,7,20200919
A005411,5096,7,20190102
A005412,NO PROPORCIONADO,NO PROPORCIONADO,20190416
A005413,0105,3,20200503
A005414,5700,5,20200726
A005415,NO PROPORCIONADO,NO PROPORCIONADO,20171203
A005416,NO PROPORCIONADO,NO PROPORCIONADO,20190416
A005417,NO PROPORCIONADO,NO PROPORCIONADO,20200906
A005418,NO PROPORCIONADO,NO PROPORCIONADO,20190711
A005419,NO PROPORCIONADO,NO PROPORCIONADO,20181110
A005420,NO PROPORCIONADO,NO PROPORCIONADO,20201113
A005421,5597,6,20180105
A005422,NO PROPORCIONADO,NO PROPORCIONADO,20140516
A005423,0053,0,20221126
A005424,0018,3,20190203
A005425,0112,3,20150513
A005426,0011,3,20220410
A005427,0011,3,20210513
A005428,0007,3,20160519
A005429,0011,3,20151031
A005430,0011,3,20190807
A005431,0011,3,20211005
A005432,0011,3,20211210
A005433,NO PROPORCIONADO,NO PROPORCIONADO,20150519
A005434,0011,3,20160427
A005435,0011,3,20221013
A005436,0011,3,20200420
A005437,0107,4,20200511
A005438,0011,3,20221216
A005439,NO PROPORCIONADO,NO PROPORCIONADO,20211117
A005440,NO PROPORCIONADO,NO PROPORCIONADO,20190228
A005441,5285,4,20190920
A005442,5020,8,20160117
A005443,5081,2,20201020
A005444,5193,2,20180828
A005445,5051,8,20160622
A005446,5001,7,20220218
A005447,5392,2,20170403
A005448,0011,3,20190712
A005449,5523,5,20200408
A005450,0011,3,20210408
A005451,5061,8,20220302
A005452,0011,3,20190716
A005453,5124,NO PROPORCIONADO,20160824
A005454,5018,7,20221217
A005455,5001,7,20181116
A005456,5080,2,20141003
A005457,5001,7,20160320
A005458,5195,7,20210718
A005459,0011,3,20180208
A005460,5063,8,20200514
A005461,0011,3,20200205
A005462,5086,8,20180723
A005463,5210,8,20160110
A005464,5661,1,20141212
A005465,NO PROPORCIONADO,NO PROPORCIONADO,20150722
A005466,NO PROPORCIONADO,NO PROPORCIONADO,20181028
A005467,NO PROPORCIONADO,NO PROPORCIONADO,20210622
A005468,NO PROPORCIONADO,NO PROPORCIONADO,20210918
A005469,NO PROPORCIONADO,NO PROPORCIONADO,20200227
A005470,NO PROPORCIONADO,NO PROPORCIONADO,20220306
A005471,NO PROPORCIONADO,NO PROPORCIONADO,20200209
A005472,NO PROPORCIONADO,NO PROPORCIONADO,20210209
A005473,NO PROPORCIONADO,NO PROPORCIONADO,20181120
A005474,NO PROPORCIONADO,NO PROPORCIONADO,20211230
A005475,NO PROPORCIONADO,NO PROPORCIONADO,20140103
A005476,5210,8,20221104
A005477,NO PROPORCIONADO,NO PROPORCIONADO,20220706
A005478,NO PROPORCIONADO,NO PROPORCIONADO,20150105
A005479,5075,8,20170316
A005480,NO PROPORCIONADO,NO PROPORCIONADO,20180702
A005481,5333,4,20160627
A005482,NO PROPORCIONADO,NO PROPORCIONADO,20180402
A005483,5308,4,20191102
A005484,NO PROPORCIONADO,NO PROPORCIONADO,20200920
A005485,NO PROPORCIONADO,NO PROPORCIONADO,20160511
A005486,5855,9,20140402
A005487,0121,3,20171228
A005488,5285,4,20210625
A005489,NO PROPORCIONADO,NO PROPORCIONADO,20200307
A005490,0114,3,20200421
A005491,0018,3,20180107
A005492,0082,3,20190620
A005493,0007,3,20160322
A005494,0053,0,20161008
A005495,0082,3,20150220
A005496,NO PROPORCIONADO,NO PROPORCIONADO,20201127
A005497,NO PROPORCIONADO,NO PROPORCIONADO,20170110
A005498,NO PROPORCIONADO,NO PROPORCIONADO,20220521
A005499,NO PROPORCIONADO,NO PROPORCIONADO,20180730
A005500,0053,0,20201228
A005501,NO PROPORCIONADO,NO PROPORCIONADO,20190815
A005502,5178,1,20221118
A005503,5708,5,20190722
A005504,5173,8,20190424
A005505,NO PROPORCIONADO,NO PROPORCIONADO,20140917
A005506,NO PROPORCIONADO,NO PROPORCIONADO,20181105
A005507,5031,8,20220209
A005508,5603,4,20211230
A005509,NO PROPORCIONADO,NO PROPORCIONADO,20150906
A005510,NO PROPORCIONADO,NO PROPORCIONADO,20140205
A005511,5064,8,20171125
A005512,5082,2,20180325
A005513,NO PROPORCIONADO,NO PROPORCIONADO,20220926
A005514,NO PROPORCIONADO,NO PROPORCIONADO,20151014
A005515,NO PROPORCIONADO,NO PROPORCIONADO,20180310
A005516,NO PROPORCIONADO,NO PROPORCIONADO,20200426
A005517,NO PROPORCIONADO,NO PROPORCIONADO,20210624
A005518,NO PROPORCIONADO,NO PROPORCIONADO,20220421
A005519,NO PROPORCIONADO,NO PROPORCIONADO,20220223
A005520,NO PROPORCIONADO,NO PROPORCIONADO,20221114
A005521,NO PROPORCIONADO,NO PROPORCIONADO,20150106
A005522,NO PROPORCIONADO,NO PROPORCIONADO,20190210
A005523,NO PROPORCIONADO,NO PROPORCIONADO,20190729
A005524,NO PROPORCIONADO,NO PROPORCIONADO,20170430
A005525,NO PROPORCIONADO,NO PROPORCIONADO,20150417
A005526,5214,4,20180630
A005527,5061,8,20160226
A005528,NO PROPORCIONADO,NO PROPORCIONADO,20220114
A005529,NO PROPORCIONADO,NO PROPORCIONADO,20170922
A005530,5225,8,20221210
A005531,5134,1,20160306
A005532,5130,1,20140112
A005533,NO PROPORCIONADO,NO PROPORCIONADO,20150713
A005534,NO PROPORCIONADO,NO PROPORCIONADO,20170820
A005535,5223,1,20141008
A005536,5223,1,20170915
A005537,5223,1,20160226
A005538,NO PROPORCIONADO,NO PROPORCIONADO,20170716
A005539,5039,7,20140216
A005540,5034,8,20200101
A005541,5044,2,20200615
A005542,5057,2,20151031
A005543,5036,2,20221214
A005544,5119,7,20220718
A005545,NO PROPORCIONADO,NO PROPORCIONADO,20151203
A005546,NO PROPORCIONADO,NO PROPORCIONADO,20150215
A005547,NO PROPORCIONADO,NO PROPORCIONADO,20191004
A005548,5017,9,20161203
A005549,NO PROPORCIONADO,NO PROPORCIONADO,20180313
A005550,5537,6,20161105
A005551,5509,1,20200301
A005552,5325,1,20151026
A005553,5237,1,20190911
A005554,5262,1,20201215
A005555,5252,8,20150615
A005556,5780,1,20200327
A005557,5537,6,20200622
A005558,NO PROPORCIONADO,NO PROPORCIONADO,20180326
A005559,NO PROPORCIONADO,NO PROPORCIONADO,20180709
A005560,5669,6,20150318
A005561,5176,8,20141030
A005562,5124,1,20170224
A005563,NO PROPORCIONADO,NO PROPORCIONADO,20181201
A005564,NO PROPORCIONADO,NO PROPORCIONADO,20211210
A005565,NO PROPORCIONADO,NO PROPORCIONADO,20150913
A005566,NO PROPORCIONADO,NO PROPORCIONADO,20181107
A005567,NO PROPORCIONADO,NO PROPORCIONADO,20150826
A005568,NO PROPORCIONADO,NO PROPORCIONADO,20210327
A005569,NO PROPORCIONADO,NO PROPORCIONADO,20140911
A005570,5040,7,20181103
A005571,5194,5,20170203
A005572,NO PROPORCIONADO,NO PROPORCIONADO,20170608
A005573,NO PROPORCIONADO,NO PROPORCIONADO,20140908
A005574,NO PROPORCIONADO,NO PROPORCIONADO,20201208
A005575,NO PROPORCIONADO,NO PROPORCIONADO,20181012
A005576,NO PROPORCIONADO,NO PROPORCIONADO,20150726
A005577,NO PROPORCIONADO,NO PROPORCIONADO,20201217
A005578,5036,2,20150308
A005579,0008,3,20220105
A005580,NO PROPORCIONADO,NO PROPORCIONADO,20181128
A005581,NO PROPORCIONADO,NO PROPORCIONADO,20150629
A005582,5018,7,20140825
A005583,5050,7,20180718
A005584,5364,8,20180530
A005585,NO PROPORCIONADO,NO PROPORCIONADO,20150104
A005586,5018,7,20160129
A005587,5020,8,20170712
A005588,5034,8,20170830
A005589,5075,8,20221021
A005590,5422,4,20171209
A005591,5001,7,20180205
A005592,5661,1,20150410
A005593,5080,2,20141026
A005594,5392,2,20151016
A005595,5827,2,20151129
A005596,5112,1,20140914
A005597,NO PROPORCIONADO,NO PROPORCIONADO,20180916
A005598,NO PROPORCIONADO,NO PROPORCIONADO,20200711
A005599,5922,4,20220923
A005600,NO PROPORCIONADO,NO PROPORCIONADO,20140623
A005601,5698,6,20200818
A005602,5081,2,20180724
A005603,5698,6,20211027
A005604,5187,7,20180916
A005605,5245,7,20191120
A005606,5892,9,20211214
A005607,5070,1,20190502
A005608,5219,1,20141218
A005609,5219,1,20161213
A005610,5218,8,20171026
A005611,5760,8,20201224
A005612,5285,4,20160422
A005613,0034,3,20221030
A005614,0018,3,20181104
A005615,0106,3,20171223
A005616,0018,3,20140811
A005617,0034,3,20190503
A005618,0007,3,20170209
A005619,0018,3,20200704
A005620,0129,10,20190623
A005621,0105,3,20160722
A005622,0002,3,20200619
A005623,0002,3,20150630
A005624,5001,7,20201026
A005625,NO PROPORCIONADO,NO PROPORCIONADO,20170213
A005626,NO PROPORCIONADO,NO PROPORCIONADO,20180107
A005627,NO PROPORCIONADO,NO PROPORCIONADO,20190406
A005628,NO PROPORCIONADO,NO PROPORCIONADO,20171121
A005629,NO PROPORCIONADO,NO PROPORCIONADO,20220710
A005630,NO PROPORCIONADO,NO PROPORCIONADO,20150114
A005631,5409,8,20171228
A005632,NO PROPORCIONADO,NO PROPORCIONADO,20150407
A005633,NO PROPORCIONADO,NO PROPORCIONADO,20170625
A005634,NO PROPORCIONADO,NO PROPORCIONADO,20161128
A005635,NO PROPORCIONADO,NO PROPORCIONADO,20160626
A005636,NO PROPORCIONADO,NO PROPORCIONADO,20180417
A005637,NO PROPORCIONADO,NO PROPORCIONADO,20170416
A005638,NO PROPORCIONADO,NO PROPORCIONADO,20220716
A005639,NO PROPORCIONADO,NO PROPORCIONADO,20160522
A005640,5841,7,20160309
A005641,5387,4,20150910
A005642,5014,7,20220916
A005643,5781,7,20220127
A005644,5099,7,20140531
A005645,5735,7,20201008
A005646,5159,7,20221221
A005647,NO PROPORCIONADO,NO PROPORCIONADO,20180205
A005648,NO PROPORCIONADO,NO PROPORCIONADO,20160528
A005649,5226,7,20170204
A005650,5885,4,20201217
A005651,5124,1,20180304
A005652,NO PROPORCIONADO,NO PROPORCIONADO,20180122
A005653,NO PROPORCIONADO,NO PROPORCIONADO,20200602
A005654,NO PROPORCIONADO,NO PROPORCIONADO,20171222
A005655,NO PROPORCIONADO,NO PROPORCIONADO,20210626
A005656,NO PROPORCIONADO,NO PROPORCIONADO,20170612
A005657,NO PROPORCIONADO,NO PROPORCIONADO,20220422
A005658,0093,3,20210120
A005659,NO PROPORCIONADO,NO PROPORCIONADO,20190721
A005660,NO PROPORCIONADO,NO PROPORCIONADO,20150425
A005661,0018,3,20140316
A005662,0106,3,20140807
A005663,5409,8,20190722
A005664,0018,3,20190620
A005665,0034,3,20160420
A005666,5245,7,20200619
A005667,5143,1,20221227
A005668,5396,4,20150504
A005669,5062,7,20210330
A005670,0106,3,20151024
A005671,0106,3,20201027
A005672,5861,6,20201010
A005673,5453,1,20181001
A005674,5135,1,20170802
A005675,5134,1,20220407
A005676,5223,1,20220105
A005677,5223,1,20210420
A005678,NO PROPORCIONADO,NO PROPORCIONADO,20190124
A005679,0106,3,20200229
A005680,5088,4,20150505
A005681,NO PROPORCIONADO,NO PROPORCIONADO,20171122
A005682,NO PROPORCIONADO,NO PROPORCIONADO,20160731
A005683,5213,8,20161225
A005684,5054,2,20140709
A005685,5031,8,20220611
A005686,5790,9,20151104
A005687,0007,3,20151216
A005688,NO PROPORCIONADO,NO PROPORCIONADO,20200217
A005689,NO PROPORCIONADO,NO PROPORCIONADO,20140524
A005690,NO PROPORCIONADO,NO PROPORCIONADO,20180613
A005691,NO PROPORCIONADO,NO PROPORCIONADO,20221106
A005692,0131,10,20150112
A005693,0131,10,20220220
A005694,0011,3,20200920
A005695,0002,3,20150118
A005696,5440,9,20171124
A005697,5185,2,20170811
A005698,5038,2,20200930
A005699,5038,2,20150201
A005700,5230,8,20161207
A005701,5363,8,20150708
A005702,5641,1,20190814
A005703,5128,2,20151020
A005704,5777,7,20180517
A005705,5046,7,20140303
A005706,5080,2,20160417
A005707,5032,8,20190218
A005708,5017,9,20201208
A005709,5103,8,20161029
A005710,5093,7,20211202
A005711,5053,2,20200908
A005712,5053,2,20150626
A005713,5253,1,20140817
A005714,5603,4,20200319
A005715,5031,8,20160305
A005716,5082,2,20200719
A005717,5124,1,20141106
A005718,5255,2,20220207
A005719,5128,2,20161008
A005720,5150,1,20161216
A005721,5134,1,20150207
A005722,5223,1,20200418
A005723,5223,1,20200324
A005724,NO PROPORCIONADO,NO PROPORCIONADO,20180705
A005725,5860,9,20181127
A005726,5492,0,20190730
A005727,5370,5,20180224
A005728,5096,7,20220217
A005729,5187,7,20200312
A005730,5210,8,20181219
A005731,5001,7,20200106
A005732,NO PROPORCIONADO,NO PROPORCIONADO,20190122
A005733,NO PROPORCIONADO,NO PROPORCIONADO,20200426
A005734,NO PROPORCIONADO,NO PROPORCIONADO,20220123
A005735,NO PROPORCIONADO,NO PROPORCIONADO,20151024
A005736,NO PROPORCIONADO,NO PROPORCIONADO,20221226
A005737,NO PROPORCIONADO,NO PROPORCIONADO,20171129
A005738,NO PROPORCIONADO,NO PROPORCIONADO,20170108
A005739,5063,8,20220210
A005740,5710,5,20180506
A005741,0117,10,20180402
A005742,NO PROPORCIONADO,NO PROPORCIONADO,20200722
A005743,5509,1,20140201
A005744,NO PROPORCIONADO,NO PROPORCIONADO,20151027
A005745,NO PROPORCIONADO,NO PROPORCIONADO,20141203
A005746,NO PROPORCIONADO,NO PROPORCIONADO,20180801
A005747,NO PROPORCIONADO,NO PROPORCIONADO,20180217
A005748,NO PROPORCIONADO,NO PROPORCIONADO,20210403
A005749,NO PROPORCIONADO,NO PROPORCIONADO,20191104
A005750,NO PROPORCIONADO,NO PROPORCIONADO,20190102
A005751,NO PROPORCIONADO,NO PROPORCIONADO,20180828
A005752,NO PROPORCIONADO,NO PROPORCIONADO,20140824
A005753,NO PROPORCIONADO,NO PROPORCIONADO,20180820
A005754,NO PROPORCIONADO,NO PROPORCIONADO,20170117
A005755,0106,3,20201124
A005756,0018,3,20220610
A005757,NO PROPORCIONADO,NO PROPORCIONADO,20160418
A005758,NO PROPORCIONADO,NO PROPORCIONADO,20150614
A005759,NO PROPORCIONADO,NO PROPORCIONADO,20201010
A005760,5214,4,20141015
A005761,NO PROPORCIONADO,NO PROPORCIONADO,20161224
A005762,NO PROPORCIONADO,NO PROPORCIONADO,20161103
A005763,0131,10,20140530
A005764,5325,1,20140620
A005765,5262,1,20220314
A005766,5237,1,20160618
A005767,5038,2,20180803
A005768,5119,7,20190630
A005769,NO PROPORCIONADO,NO PROPORCIONADO,20140502
A005770,0131,10,20190703
A005771,5638,1,20150507
A005772,NO PROPORCIONADO,NO PROPORCIONADO,20200407
A005773,NO PROPORCIONADO,NO PROPORCIONADO,20190228
A005774,5044,2,20151223
A005775,5036,2,20180607
A005776,5621,1,20211016
A005777,0008,3,20201001
A005778,5061,8,20191226
A005779,NO PROPORCIONADO,NO PROPORCIONADO,20221024
A005780,0092,3,20171118
A005781,0018,3,20151014
A005782,0034,3,20220424
A005783,5449,9,20221223
A005784,0114,3,20140814
A005785,0018,3,20211029
A005786,0007,3,20221002
A005787,0106,3,20180320
A005788,5751,9,20150120
A005789,0082,3,20200326
A005790,0114,3,20180203
A005791,5210,8,20210330
A005792,5747,5,20150519
A005793,5760,8,20210203
A005794,5091,1,20220716
A005795,5092,7,20210301
A005796,5183,2,20150716
A005797,5143,1,20190122
A005798,5333,4,20211125
A005799,5075,8,20141018
A005800,5603,4,20190315
A005801,5031,8,20180115
A005802,5053,2,20171224
A005803,5241,7,20181203
A005804,5081,2,20210601
A005805,5827,2,20210710
A005806,5082,2,20200813
A005807,5159,7,20180316
A005808,5161,7,20180310
A005809,5074,8,20180326
A005810,NO PROPORCIONADO,NO PROPORCIONADO,20171016
A005811,NO PROPORCIONADO,NO PROPORCIONADO,20150811
A005812,NO PROPORCIONADO,NO PROPORCIONADO,20140121
A005813,NO PROPORCIONADO,NO PROPORCIONADO,20170407
A005814,NO PROPORCIONADO,NO PROPORCIONADO,20200116
A005815,5180,8,20140720
A005816,5421,4,20180219
A005817,5014,7,20160825
A005818,5896,6,20160920
A005819,5542,5,20190701
A005820,5542,5,20210920
A005821,5339,4,20211222
A005822,5226,7,20210428
A005823,5001,7,20180423
A005824,NO PROPORCIONADO,NO PROPORCIONADO,20190313
A005825,NO PROPORCIONADO,NO PROPORCIONADO,20150525
A005826,NO PROPORCIONADO,NO PROPORCIONADO,20140224
A005827,NO PROPORCIONADO,NO PROPORCIONADO,20221031
A005828,5018,7,20140710
A005829,NO PROPORCIONADO,NO PROPORCIONADO,20200827
A005830,0083,3,20150417
A005831,NO PROPORCIONADO,NO PROPORCIONADO,20210511
A005832,NO PROPORCIONADO,NO PROPORCIONADO,20180917
A005833,NO PROPORCIONADO,NO PROPORCIONADO,20171220
A005834,NO PROPORCIONADO,NO PROPORCIONADO,20220318
A005835,5777,7,20160907
A005836,NO PROPORCIONADO,NO PROPORCIONADO,20210326
A005837,5822,5,20160119
A005838,5039,7,20220226
A005839,NO PROPORCIONADO,NO PROPORCIONADO,20140813
A005840,5057,2,20210722
A005841,5058,2,20141107
A005842,NO PROPORCIONADO,NO PROPORCIONADO,20161231
A005843,NO PROPORCIONADO,NO PROPORCIONADO,20210310
A005844,NO PROPORCIONADO,NO PROPORCIONADO,20150928
A005845,NO PROPORCIONADO,NO PROPORCIONADO,20140624
A005846,NO PROPORCIONADO,NO PROPORCIONADO,20141209
A005847,NO PROPORCIONADO,NO PROPORCIONADO,20200703
A005848,NO PROPORCIONADO,NO PROPORCIONADO,20140810
A005849,NO PROPORCIONADO,NO PROPORCIONADO,20170726
A005850,NO PROPORCIONADO,NO PROPORCIONADO,20160922
A005851,NO PROPORCIONADO,NO PROPORCIONADO,20140627
A005852,0136,10,20140803
A005853,0106,3,20161204
A005854,0093,3,20140423
A005855,5638,1,20201122
A005856,5291,4,20170313
A005857,5134,1,20150911
A005858,5223,1,20141124
A005859,5223,1,20190501
A005860,5683,1,20140810
A005861,5133,1,20190211
A005862,5130,1,20180708
A005863,5285,4,20141005
A005864,5088,4,20160814
A005865,5321,6,20200830
A005866,5392,2,20170527
A005867,5103,8,20180806
A005868,5113,8,20150609
A005869,5214,4,20160306
A005870,5028,4,20201114
A005871,NO PROPORCIONADO,NO PROPORCIONADO,20201207
A005872,NO PROPORCIONADO,NO PROPORCIONADO,20151215
A005873,NO PROPORCIONADO,NO PROPORCIONADO,20190419
A005874,NO PROPORCIONADO,NO PROPORCIONADO,20140604
A005875,NO PROPORCIONADO,NO PROPORCIONADO,20160629
A005876,NO PROPORCIONADO,NO PROPORCIONADO,20190110
A005877,5440,9,20150601
A005878,0034,3,20160107
A005879,0007,3,20150220
A005880,0018,3,20160116
A005881,0018,3,20150420
A005882,5180,8,20140826
A005883,0032,4,20221229
A005884,0121,3,20200512
A005885,NO PROPORCIONADO,NO PROPORCIONADO,20201209
A005886,NO PROPORCIONADO,NO PROPORCIONADO,20200102
A005887,5333,4,20160608
A005888,5075,8,20220415
A005889,5178,1,20221013
A005890,5169,1,20150414
A005891,5325,1,20140827
A005892,5237,1,20210128
A005893,5575,6,20221207
A005894,5223,1,20220806
A005895,5064,8,20191018
A005896,5074,8,20151111
A005897,5080,2,20220916
A005898,5827,2,20210113
A005899,5150,NO PROPORCIONADO,20160410
A005900,NO PROPORCIONADO,NO PROPORCIONADO,20220703
A005901,NO PROPORCIONADO,NO PROPORCIONADO,20141106
A005902,5063,8,20170515
A005903,5409,8,20220712
A005904,NO PROPORCIONADO,NO PROPORCIONADO,20170116
A005905,NO PROPORCIONADO,NO PROPORCIONADO,20210430
A005906,0105,3,20180908
A005907,0083,3,20160706
A005908,NO PROPORCIONADO,NO PROPORCIONADO,20141204
A005909,0114,3,20141214
A005910,0131,10,20140703
A005911,5223,1,20210218
A005912,5171,2,20201128
A005913,NO PROPORCIONADO,NO PROPORCIONADO,20151129
A005914,NO PROPORCIONADO,NO PROPORCIONADO,20140629
A005915,0018,3,20160105
A005916,NO PROPORCIONADO,NO PROPORCIONADO,20140804
A005917,5057,8,20190624
A005918,5053,2,20160707
A005919,5031,8,20211022
A005920,5547,5,20141225
A005921,NO PROPORCIONADO,NO PROPORCIONADO,20210311
A005922,NO PROPORCIONADO,NO PROPORCIONADO,20180419
A005923,NO PROPORCIONADO,NO PROPORCIONADO,20140802
A005924,NO PROPORCIONADO,NO PROPORCIONADO,20140611
A005925,NO PROPORCIONADO,NO PROPORCIONADO,20201203
A005926,NO PROPORCIONADO,NO PROPORCIONADO,20210525
A005927,5039,7,20200327
A005928,5046,7,20160930
A005929,0117,10,20151126
A005930,5061,8,20170407
A005931,0093,3,20151125
A005932,5061,8,20140128
A005933,5046,7,20170308
A005934,NO PROPORCIONADO,NO PROPORCIONADO,20180123
A005935,NO PROPORCIONADO,NO PROPORCIONADO,20150304
A005936,5049,7,20191214
A005937,NO PROPORCIONADO,NO PROPORCIONADO,20150328
A005938,NO PROPORCIONADO,NO PROPORCIONADO,20140625
A005939,NO PROPORCIONADO,NO PROPORCIONADO,20210702
A005940,NO PROPORCIONADO,NO PROPORCIONADO,20190128
A005941,NO PROPORCIONADO,NO PROPORCIONADO,20180901
A005942,NO PROPORCIONADO,NO PROPORCIONADO,20170106
A005943,5013,7,20140412
A005944,5187,7,20161201
A005945,5245,7,20181027
A005946,5245,7,20220617
A005947,5056,8,20201121
A005948,NO PROPORCIONADO,NO PROPORCIONADO,20190317
A005949,NO PROPORCIONADO,NO PROPORCIONADO,20171223
A005950,NO PROPORCIONADO,NO PROPORCIONADO,20221218
A005951,NO PROPORCIONADO,NO PROPORCIONADO,20180531
A005952,NO PROPORCIONADO,NO PROPORCIONADO,20170921
A005953,NO PROPORCIONADO,NO PROPORCIONADO,20210903
A005954,NO PROPORCIONADO,NO PROPORCIONADO,20191231
A005955,NO PROPORCIONADO,NO PROPORCIONADO,20150307
A005956,0089,3,20160513
A005957,0034,3,20170413
A005958,5509,1,20220520
A005959,5509,1,20190729
A005960,5509,1,20200607
A005961,5700,5,20161111
A005962,5700,5,20211130
A005963,0115,3,20150901
A005964,5064,8,20180520
A005965,0034,3,20200104
A005966,0129,3,20180501
A005967,5001,7,20170918
A005968,NO PROPORCIONADO,NO PROPORCIONADO,20140307
A005969,5117,1,20160119
A005970,5018,7,20220705
A005971,NO PROPORCIONADO,NO PROPORCIONADO,20181231
A005972,NO PROPORCIONADO,NO PROPORCIONADO,20211020
A005973,NO PROPORCIONADO,NO PROPORCIONADO,20220123
A005974,5088,4,20140903
A005975,5187,7,20191205
A005976,5272,8,20220318
A005977,NO PROPORCIONADO,NO PROPORCIONADO,20170914
A005978,NO PROPORCIONADO,NO PROPORCIONADO,20170706
A005979,NO PROPORCIONADO,NO PROPORCIONADO,20150110
A005980,NO PROPORCIONADO,NO PROPORCIONADO,20170523
A005981,NO PROPORCIONADO,NO PROPORCIONADO,20200923
A005982,NO PROPORCIONADO,NO PROPORCIONADO,20140415
A005983,5286,1,20190324
A005984,NO PROPORCIONADO,NO PROPORCIONADO,20170804
A005985,5661,1,20201014
A005986,NO PROPORCIONADO,NO PROPORCIONADO,20201201
A005987,5291,4,20150430
A005988,5638,1,20180930
A005989,NO PROPORCIONADO,NO PROPORCIONADO,20210827
A005990,5086,8,20180106
A005991,5070,1,20191008
A005992,5225,8,20160917
A005993,5760,8,20140207
A005994,5871,6,20140303
A005995,5219,1,20161124
A005996,NO PROPORCIONADO,NO PROPORCIONADO,20181226
A005997,5364,8,20140616
A005998,5018,7,20150706
A005999,NO PROPORCIONADO,NO PROPORCIONADO,20150902
A006000,5171,2,20150106
A006001,5113,8,20150627
A006002,NO PROPORCIONADO,NO PROPORCIONADO,20181204
A006003,NO PROPORCIONADO,NO PROPORCIONADO,20180819
A006004,NO PROPORCIONADO,NO PROPORCIONADO,20211111
A006005,NO PROPORCIONADO,NO PROPORCIONADO,20150407
A006006,NO PROPORCIONADO,NO PROPORCIONADO,20200505
A006007,NO PROPORCIONADO,NO PROPORCIONADO,20161016
A006008,5751,9,20200725
A006009,0018,3,20220407
A006010,NO PROPORCIONADO,NO PROPORCIONADO,20200804
A006011,5219,8,20190901
A006012,0106,3,20200726
A006013,5603,4,20210213
A006014,5044,2,20171123
A006015,5031,8,20200320
A006016,0106,3,20180107
A006017,0008,3,20161007
A006018,0034,3,20200604
A006019,0110,3,20140202
A006020,5214,4,20190210
A006021,5028,4,20200530
A006022,5885,4,20180724
A006023,5893,8,20170807
A006024,NO PROPORCIONADO,NO PROPORCIONADO,20180121
A006025,5638,1,20161218
A006026,5013,7,20150403
A006027,5147,7,20160214
A006028,5096,7,20160311
