Folio,ClienteID,VendedorID,TimeID
A006703,NO PROPORCIONADO,NO PROPORCIONADO,20200328
A006704,NO PROPORCIONADO,NO PROPORCIONADO,20201020
A006705,NO PROPORCIONADO,NO PROPORCIONADO,20210823
A006706,0034,3,20200315
A006707,NO PROPORCIONADO,NO PROPORCIONADO,20160508
A006708,5057,2,20180604
A006709,5057,2,20160505
A006710,5034,8,20150205
A006711,5036,2,20171009
A006712,5054,2,20160322
A006713,5650,2,20161117
A006714,0024,3,20140912
A006715,0018,3,20211231
A006716,NO PROPORCIONADO,NO PROPORCIONADO,20221120
A006717,NO PROPORCIONADO,NO PROPORCIONADO,20171020
A006718,NO PROPORCIONADO,NO PROPORCIONADO,20151029
A006719,NO PROPORCIONADO,NO PROPORCIONADO,20201005
A006720,5054,2,20141011
A006721,NO PROPORCIONADO,NO PROPORCIONADO,20160827
A006722,5195,7,20221001
A006723,5523,5,20151013
A006724,5119,7,20180529
A006725,5392,2,20190406
A006726,5950,8,20220127
A006727,5080,2,20200127
A006728,5082,2,20141223
A006729,5827,2,20180808
A006730,0093,3,20140807
A006731,NO PROPORCIONADO,NO PROPORCIONADO,20200307
A006732,NO PROPORCIONADO,NO PROPORCIONADO,20210612
A006733,0006,3,20200914
A006734,5966,10,20141002
A006735,5134,1,20140531
A006736,5210,8,20180509
A006737,5130,1,20170207
A006738,5223,1,20140422
A006739,0006,3,20200531
A006740,NO PROPORCIONADO,NO PROPORCIONADO,20170714
A006741,NO PROPORCIONADO,NO PROPORCIONADO,20170223
A006742,5187,7,20180604
A006743,5056,8,20170903
A006744,5245,7,20190517
A006745,5017,9,20191229
A006746,0105,3,20151213
A006747,0105,3,20210222
A006748,5851,5,20161026
A006749,NO PROPORCIONADO,NO PROPORCIONADO,20141208
A006750,5155,1,20190420
A006751,NO PROPORCIONADO,NO PROPORCIONADO,20151126
A006752,5950,8,20171003
A006753,5176,8,20200530
A006754,5214,4,20190929
A006755,0024,3,20160922
A006756,5285,4,20190621
A006757,NO PROPORCIONADO,NO PROPORCIONADO,20180623
A006758,NO PROPORCIONADO,NO PROPORCIONADO,20170617
A006759,NO PROPORCIONADO,NO PROPORCIONADO,20160113
A006760,NO PROPORCIONADO,NO PROPORCIONADO,20160718
A006761,NO PROPORCIONADO,NO PROPORCIONADO,20210701
A006762,NO PROPORCIONADO,NO PROPORCIONADO,20161130
A006763,NO PROPORCIONADO,NO PROPORCIONADO,20220716
A006764,5204,8,20140910
A006765,0158,10,20160716
A006766,0089,3,20171203
A006767,5001,7,20221228
A006768,NO PROPORCIONADO,NO PROPORCIONADO,20150713
A006769,NO PROPORCIONADO,NO PROPORCIONADO,20160614
A006770,0114,3,20160504
A006771,5020,8,20151220
A006772,5616,5,20190930
A006773,5031,8,20200511
A006774,5286,1,20170724
A006775,5075,8,20160228
A006776,5223,1,20200117
A006777,5223,1,20150429
A006778,5131,1,20170113
A006779,5453,1,20150502
A006780,5150,1,20171005
A006781,5218,8,20140901
A006782,5760,8,20180716
A006783,5704,6,20220408
A006784,0121,3,20150813
A006785,0089,3,20190425
A006786,NO PROPORCIONADO,NO PROPORCIONADO,20200921
A006787,NO PROPORCIONADO,NO PROPORCIONADO,20140215
A006788,NO PROPORCIONADO,NO PROPORCIONADO,20150523
A006789,5173,8,20220216
A006790,0024,3,20160228
A006791,5490,4,20161010
A006792,5174,8,20150212
A006793,NO PROPORCIONADO,NO PROPORCIONADO,20140404
A006794,NO PROPORCIONADO,NO PROPORCIONADO,20190219
A006795,0053,0,20190105
A006796,NO PROPORCIONADO,NO PROPORCIONADO,20220303
A006797,NO PROPORCIONADO,NO PROPORCIONADO,20140726
A006798,NO PROPORCIONADO,NO PROPORCIONADO,20200602
A006799,5409,8,20190430
A006800,5082,2,20170315
A006801,5074,8,20140916
A006802,NO PROPORCIONADO,NO PROPORCIONADO,20210419
A006803,0018,3,20200113
A006804,5449,9,20200301
A006805,0024,3,20190330
A006806,5449,9,20171001
A006807,5099,7,20190909
A006808,NO PROPORCIONADO,NO PROPORCIONADO,20161216
A006809,NO PROPORCIONADO,NO PROPORCIONADO,20220702
A006810,0075,3,20181017
A006811,0007,3,20181129
A006812,0161,3,20140106
A006813,0068,3,20190218
A006814,NO PROPORCIONADO,NO PROPORCIONADO,20150211
A006815,0008,3,20170506
A006816,5981,6,20191208
A006817,5641,1,20180501
A006818,0018,3,20221009
A006819,5687,4,20210429
A006820,5036,2,20171228
A006821,5777,7,20200628
A006822,NO PROPORCIONADO,NO PROPORCIONADO,20191110
A006823,NO PROPORCIONADO,NO PROPORCIONADO,20180817
A006824,5893,8,20140909
A006825,5028,4,20220330
A006826,5615,7,20181016
A006827,5050,7,20190710
A006828,5440,9,20171214
A006829,5176,8,20161005
A006830,NO PROPORCIONADO,NO PROPORCIONADO,20200921
A006831,0018,3,20200113
A006832,0024,3,20200823
A006833,NO PROPORCIONADO,NO PROPORCIONADO,20181127
A006834,NO PROPORCIONADO,NO PROPORCIONADO,20200829
A006835,NO PROPORCIONADO,NO PROPORCIONADO,20161227
A006836,5119,7,20190124
A006837,0053,0,20140924
A006838,5195,7,20200806
A006839,5159,7,20140820
A006840,5104,8,20150411
A006841,NO PROPORCIONADO,NO PROPORCIONADO,20150321
A006842,5164,8,20210206
A006843,5213,8,20140821
A006844,5056,8,20200504
A006845,NO PROPORCIONADO,NO PROPORCIONADO,20180609
A006846,5343,8,20190907
A006847,5103,8,20140731
A006848,5392,2,20190319
A006849,5389,6,20160502
A006850,5709,7,20160422
A006851,5112,1,20151012
A006852,0018,3,20200706
A006853,0093,3,20210719
A006854,NO PROPORCIONADO,NO PROPORCIONADO,20170204
A006855,NO PROPORCIONADO,NO PROPORCIONADO,20171015
A006856,5117,1,20160310
A006857,5409,8,20161027
A006858,5245,7,20140927
A006859,5013,7,20220327
A006860,5096,7,20150718
A006861,5672,7,20170928
A006862,5410,6,20220927
A006863,5333,4,20190418
A006864,5304,6,20210625
A006865,5075,8,20140806
A006866,5180,8,20171027
A006867,5180,8,20180603
A006868,5542,5,20160428
A006869,5325,1,20190409
A006870,5237,1,20191028
A006871,5081,2,20140620
A006872,NO PROPORCIONADO,NO PROPORCIONADO,20170602
A006873,5550,4,20161218
A006874,NO PROPORCIONADO,NO PROPORCIONADO,20180802
A006875,NO PROPORCIONADO,NO PROPORCIONADO,20140129
A006876,NO PROPORCIONADO,NO PROPORCIONADO,20180402
A006877,5143,1,20141013
A006878,5374,6,20210128
A006879,5841,7,20170804
A006880,5976,4,20190917
A006881,5449,9,20220101
A006882,5449,9,20200127
A006883,NO PROPORCIONADO,NO PROPORCIONADO,20191218
A006884,0018,3,20170809
A006885,NO PROPORCIONADO,NO PROPORCIONADO,20140520
A006886,0053,0,20190901
A006887,5054,2,20210904
A006888,5031,8,20210916
A006889,5603,4,20200313
A006890,5034,8,20190326
A006891,NO PROPORCIONADO,NO PROPORCIONADO,20190128
A006892,NO PROPORCIONADO,NO PROPORCIONADO,20220613
A006893,0105,3,20200215
A006894,5132,1,20210305
A006895,5135,1,20180107
A006896,NO PROPORCIONADO,NO PROPORCIONADO,20181117
A006897,5226,7,20200111
A006898,5187,7,20150627
A006899,5001,7,20221008
A006900,5082,2,20190719
A006901,5001,7,20220428
A006902,5082,2,20220120
A006903,5080,2,20220527
A006904,5145,8,20170120
A006905,5074,8,20221215
A006906,5124,1,20210912
A006907,0093,3,20210529
A006908,NO PROPORCIONADO,NO PROPORCIONADO,20141227
A006909,5885,4,20141120
A006910,NO PROPORCIONADO,NO PROPORCIONADO,20140707
A006911,5038,2,20141030
A006912,5517,4,20220423
A006913,5517,4,20200817
A006914,5517,4,20210219
A006915,5788,9,20150210
A006916,0024,3,20190316
A006917,5173,8,20160630
A006918,5720,6,20220901
A006919,0105,3,20161205
A006920,NO PROPORCIONADO,NO PROPORCIONADO,20190303
A006921,5603,4,20170921
A006922,5031,8,20190402
A006923,5246,7,20141221
A006924,5147,7,20221225
A006925,NO PROPORCIONADO,NO PROPORCIONADO,20180823
A006926,NO PROPORCIONADO,NO PROPORCIONADO,20201223
A006927,NO PROPORCIONADO,NO PROPORCIONADO,20200519
A006928,NO PROPORCIONADO,NO PROPORCIONADO,20200522
A006929,5219,1,20201015
A006930,5760,8,20200915
A006931,5631,9,20170413
A006932,0159,10,20170416
A006933,0008,3,20160329
A006934,5219,1,20220521
A006935,5285,4,20191219
A006936,NO PROPORCIONADO,NO PROPORCIONADO,20181023
A006937,NO PROPORCIONADO,NO PROPORCIONADO,20140819
A006938,NO PROPORCIONADO,NO PROPORCIONADO,20220518
A006939,0114,3,20160705
A006940,5285,4,20190826
A006941,0148,10,20150406
A006942,5214,4,20150217
A006943,NO PROPORCIONADO,NO PROPORCIONADO,20140706
A006944,NO PROPORCIONADO,NO PROPORCIONADO,20200330
A006945,5080,2,20150402
A006946,5175,8,20181204
A006947,5661,1,20140625
A006948,0093,3,20190828
A006949,5074,8,20180726
A006950,5409,8,20191013
A006951,5018,7,20180213
A006952,5057,2,20161106
A006953,5195,7,20170723
A006954,5036,2,20150303
A006955,5057,2,20200331
A006956,5044,2,20140213
A006957,5058,2,20201005
A006958,NO PROPORCIONADO,NO PROPORCIONADO,20170923
A006959,NO PROPORCIONADO,NO PROPORCIONADO,20170919
A006960,NO PROPORCIONADO,NO PROPORCIONADO,20140908
A006961,5026,2,20200727
A006962,5026,2,20200311
A006963,5286,1,20180605
A006964,5262,1,20180102
A006965,5894,6,20180720
A006966,5114,1,20141104
A006967,NO PROPORCIONADO,NO PROPORCIONADO,20160702
A006968,5132,1,20211129
A006969,5130,1,20151126
A006970,5001,7,20181227
A006971,5701,5,20220819
A006972,NO PROPORCIONADO,NO PROPORCIONADO,20220509
A006973,NO PROPORCIONADO,NO PROPORCIONADO,20150603
A006974,5449,9,20221030
A006975,5291,4,20151006
A006976,NO PROPORCIONADO,NO PROPORCIONADO,20220212
A006977,5046,7,20190205
A006978,NO PROPORCIONADO,NO PROPORCIONADO,20160615
A006979,5777,7,20220110
A006980,5046,7,20200518
A006981,5509,1,20180306
A006982,5509,1,20161222
A006983,5509,1,20170731
A006984,5509,1,20180123
A006985,NO PROPORCIONADO,NO PROPORCIONADO,20220630
A006986,0024,3,20200623
A006987,NO PROPORCIONADO,NO PROPORCIONADO,20140712
A006988,NO PROPORCIONADO,NO PROPORCIONADO,20190911
A006989,NO PROPORCIONADO,NO PROPORCIONADO,20180623
A006990,0053,0,20221010
A006991,5913,6,20171022
A006992,5796,9,20220615
A006993,5099,7,20220830
A006994,0008,3,20181021
A006995,0008,3,20190430
A006996,5221,7,20190725
A006997,5026,2,20200329
A006998,5221,7,20190524
A006999,0024,3,20191206
A007000,NO PROPORCIONADO,NO PROPORCIONADO,20191212
A007001,5286,1,20211018
A007002,5093,7,20210722
A007003,5601,8,20190613
A007004,5053,2,20221216
A007005,5333,4,20170427
A007006,5013,7,20170217
A007007,5143,1,20221212
A007008,5013,7,20190829
A007009,5053,2,20170505
A007010,5093,7,20160108
A007011,5093,7,20160425
A007012,5020,8,20150214
A007013,5103,8,20221116
A007014,5392,2,20161020
A007015,NO PROPORCIONADO,NO PROPORCIONADO,20201224
A007016,0034,3,20180603
A007017,5449,9,20150730
A007018,5330,4,20221007
A007019,5896,6,20170426
A007020,5206,7,20200819
A007021,5206,7,20220206
A007022,5326,4,20210621
A007023,5031,8,20160301
A007024,5036,2,20181106
A007025,5057,2,20200313
A007026,NO PROPORCIONADO,NO PROPORCIONADO,20200101
A007027,5183,7,20211228
A007028,NO PROPORCIONADO,NO PROPORCIONADO,20201229
A007029,5449,9,20161007
A007030,NO PROPORCIONADO,NO PROPORCIONADO,20160312
A007031,5899,5,20171103
A007032,NO PROPORCIONADO,NO PROPORCIONADO,20180909
A007033,5976,4,20161202
A007034,5819,5,20160902
A007035,5062,7,20161212
A007036,5267,7,20210528
A007037,5096,7,20160428
A007038,NO PROPORCIONADO,NO PROPORCIONADO,20161116
A007039,0018,3,20150303
A007040,NO PROPORCIONADO,NO PROPORCIONADO,20210129
A007041,NO PROPORCIONADO,NO PROPORCIONADO,20150806
A007042,NO PROPORCIONADO,NO PROPORCIONADO,20150810
A007043,NO PROPORCIONADO,NO PROPORCIONADO,20151129
A007044,NO PROPORCIONADO,NO PROPORCIONADO,20221207
A007045,NO PROPORCIONADO,NO PROPORCIONADO,20220504
A007046,NO PROPORCIONADO,NO PROPORCIONADO,20211015
A007047,0112,0,20140201
A007048,0024,3,20180612
A007049,5046,7,20170531
A007050,5021,7,20220831
A007051,5128,2,20141120
A007052,0155,10,20150922
A007053,0129,10,20181112
A007054,5762,5,20180214
A007055,NO PROPORCIONADO,NO PROPORCIONADO,20170122
A007056,5409,8,20190501
A007057,5409,8,20210616
A007058,NO PROPORCIONADO,NO PROPORCIONADO,20220429
A007059,5557,2,20191026
A007060,NO PROPORCIONADO,NO PROPORCIONADO,20150522
A007061,NO PROPORCIONADO,NO PROPORCIONADO,20180729
A007062,5159,7,20150515
A007063,5132,1,20221025
A007064,5223,1,20140108
A007065,5223,1,20210611
A007066,5187,7,20211109
A007067,5861,9,20180423
A007068,5134,1,20170314
A007069,5150,1,20180929
A007070,5995,9,20161205
A007071,5226,7,20200919
A007072,5131,1,20211030
A007073,0018,3,20141005
A007074,5950,8,20180123
A007075,5187,7,20180611
A007076,NO PROPORCIONADO,NO PROPORCIONADO,20160818
A007077,NO PROPORCIONADO,NO PROPORCIONADO,20201222
A007078,NO PROPORCIONADO,NO PROPORCIONADO,20140917
A007079,5001,7,20180802
A007080,5094,1,20161024
A007081,5080,2,20141206
A007082,5082,2,20220930
A007083,5950,8,20181211
A007084,0089,3,20180424
A007085,0114,3,20170623
A007086,5409,8,20140118
A007087,NO PROPORCIONADO,NO PROPORCIONADO,20160903
A007088,NO PROPORCIONADO,NO PROPORCIONADO,20140511
A007089,NO PROPORCIONADO,NO PROPORCIONADO,20140614
A007090,5013,7,20180711
A007091,0053,0,20171102
A007092,5075,8,20181206
A007093,5616,5,20210323
A007094,5286,1,20220814
A007095,5481,8,20220209
A007096,5225,8,20220930
A007097,5091,1,20170429
A007098,5223,1,20220823
A007099,5223,1,20150319
A007100,5132,1,20190115
A007101,5134,1,20200827
A007102,NO PROPORCIONADO,NO PROPORCIONADO,20141004
A007103,NO PROPORCIONADO,NO PROPORCIONADO,20200718
A007104,NO PROPORCIONADO,NO PROPORCIONADO,20140504
A007105,NO PROPORCIONADO,NO PROPORCIONADO,20200628
A007106,0024,3,20180706
A007107,NO PROPORCIONADO,NO PROPORCIONADO,20171211
A007108,NO PROPORCIONADO,NO PROPORCIONADO,20220303
A007109,NO PROPORCIONADO,NO PROPORCIONADO,20211112
A007110,5885,4,20220814
A007111,0018,3,20150430
A007112,NO PROPORCIONADO,NO PROPORCIONADO,20211120
A007113,NO PROPORCIONADO,NO PROPORCIONADO,20180112
A007114,5124,1,20160311
A007115,0093,3,20160526
A007116,5074,8,20141231
A007117,0095,3,20150114
A007118,0024,3,20180809
A007119,5199,9,20161230
A007120,5469,5,20190417
A007121,5469,5,20180605
A007122,NO PROPORCIONADO,NO PROPORCIONADO,20200605
A007123,NO PROPORCIONADO,NO PROPORCIONADO,20200627
A007124,NO PROPORCIONADO,NO PROPORCIONADO,20160316
A007125,NO PROPORCIONADO,NO PROPORCIONADO,20210222
A007126,NO PROPORCIONADO,NO PROPORCIONADO,20190628
A007127,NO PROPORCIONADO,NO PROPORCIONADO,20150417
A007128,NO PROPORCIONADO,NO PROPORCIONADO,20190118
A007129,5214,4,20201210
A007130,NO PROPORCIONADO,NO PROPORCIONADO,20150813
A007131,0018,3,20201128
A007132,NO PROPORCIONADO,NO PROPORCIONADO,20161102
A007133,5885,4,20210623
A007134,NO PROPORCIONADO,NO PROPORCIONADO,20190523
A007135,NO PROPORCIONADO,NO PROPORCIONADO,20180301
A007136,5793,9,20160826
A007137,5603,4,20201007
A007138,5034,8,20200205
A007139,5054,2,20220714
A007140,5044,2,20171025
A007141,5031,8,20220422
A007142,5036,2,20210414
A007143,5053,2,20140407
A007144,5056,8,20160918
A007145,5213,8,20191205
A007146,5245,7,20161001
A007147,5096,7,20140614
A007148,5187,7,20170214
A007149,5147,7,20190510
A007150,NO PROPORCIONADO,NO PROPORCIONADO,20200923
A007151,NO PROPORCIONADO,NO PROPORCIONADO,20211216
A007152,NO PROPORCIONADO,NO PROPORCIONADO,20140328
A007153,NO PROPORCIONADO,NO PROPORCIONADO,20210203
A007154,NO PROPORCIONADO,NO PROPORCIONADO,20200222
A007155,5174,8,20211219
A007156,0024,3,20220910
A007157,0018,3,20171117
A007158,5666,4,20220419
A007159,5193,2,20201008
A007160,5082,2,20200609
A007161,5080,2,20200528
A007162,5661,1,20180408
A007163,0155,10,20221023
A007164,5001,7,20220731
A007165,NO PROPORCIONADO,NO PROPORCIONADO,20151110
A007166,0093,3,20170827
A007167,5635,5,20170328
A007168,5169,1,20141008
A007169,5286,1,20200904
A007170,5333,4,20170120
A007171,5669,9,20140103
A007172,5176,8,20151207
A007173,5034,8,20140206
A007174,5603,4,20170730
A007175,5053,2,20190424
A007176,5169,1,20151009
A007177,5237,1,20140226
A007178,5325,1,20171117
A007179,5537,9,20161020
A007180,5992,5,20190619
A007181,5031,8,20210505
A007182,0105,3,20221019
A007183,0034,3,20210411
A007184,NO PROPORCIONADO,NO PROPORCIONADO,20160226
A007185,NO PROPORCIONADO,NO PROPORCIONADO,20200208
A007186,5132,1,20160901
A007187,5223,1,20161220
A007188,5223,1,20150107
A007189,5130,1,20220428
A007190,5509,1,20180329
A007191,5509,1,20211122
A007192,5509,1,20200325
A007193,5509,1,20190531
A007194,5509,1,20190324
A007195,5509,1,20150723
A007196,5995,9,20140208
A007197,0024,3,20161203
A007198,5011,7,20151226
A007199,5082,2,20150326
A007200,5409,8,20211025
A007201,5074,8,20190916
A007202,0025,3,20170207
A007203,0124,10,20210108
A007204,NO PROPORCIONADO,NO PROPORCIONADO,20160309
A007205,NO PROPORCIONADO,NO PROPORCIONADO,20200614
A007206,5147,7,20140101
A007207,0137,10,20201114
A007208,0008,3,20191208
A007209,0008,3,20201021
A007210,5187,7,20180103
A007211,5197,7,20160919
A007212,5001,7,20160315
A007213,6002,7,20150711
A007214,5062,7,20190407
A007215,5183,7,20210423
A007216,5396,4,20150108
A007217,5976,4,20141203
A007218,5014,7,20180214
A007219,5267,7,20210212
A007220,0105,3,20190527
A007221,NO PROPORCIONADO,NO PROPORCIONADO,20200220
A007222,5815,4,20180119
A007223,NO PROPORCIONADO,NO PROPORCIONADO,20140112
A007224,NO PROPORCIONADO,NO PROPORCIONADO,20180503
A007225,NO PROPORCIONADO,NO PROPORCIONADO,20150309
A007226,5869,9,20170704
A007227,5869,9,20150818
A007228,5962,8,20150527
A007229,5641,1,20210505
A007230,5113,8,20200621
A007231,5869,9,20160409
A007232,5112,1,20170115
A007233,5605,8,20180429
A007234,5343,8,20180514
A007235,0034,3,20150209
A007236,0018,3,20151215
A007237,5869,9,20200819
A007238,5869,9,20211203
A007239,5103,8,20150521
A007240,5869,9,20181101
A007241,NO PROPORCIONADO,NO PROPORCIONADO,20200530
A007242,NO PROPORCIONADO,NO PROPORCIONADO,20141210
A007243,NO PROPORCIONADO,NO PROPORCIONADO,20220824
A007244,5226,7,20221113
A007245,5392,2,20210430
A007246,NO PROPORCIONADO,NO PROPORCIONADO,20160217
A007247,5735,7,20221012
A007248,5423,7,20180109
A007249,NO PROPORCIONADO,NO PROPORCIONADO,20180803
A007250,5159,7,20210806
A007251,5099,7,20170926
A007252,NO PROPORCIONADO,NO PROPORCIONADO,20211128
A007253,0053,0,20140127
A007254,NO PROPORCIONADO,NO PROPORCIONADO,20190622
A007255,NO PROPORCIONADO,NO PROPORCIONADO,20201128
A007256,0121,3,20211129
A007257,5053,2,20160710
A007258,5065,8,20210721
A007259,5044,2,20140305
A007260,5057,2,20141116
A007261,5669,9,20170130
A007262,5957,9,20210323
A007263,5955,5,20191207
A007264,5187,7,20180511
A007265,5827,2,20160609
A007266,5079,1,20220411
A007267,5036,2,20170201
A007268,5509,1,20170815
A007269,NO PROPORCIONADO,NO PROPORCIONADO,20190818
A007270,5509,1,20161025
A007271,5509,1,20210804
A007272,5509,1,20210829
A007273,5509,1,20211125
A007274,5509,1,20140606
A007275,5733,2,20210210
A007276,5509,1,20140117
A007277,5733,2,20140221
A007278,0155,10,20150202
A007279,5995,9,20180620
A007280,5733,2,20140427
A007281,5733,2,20171006
A007282,5733,2,20220819
A007283,5733,2,20190821
A007284,5733,2,20141008
A007285,5733,2,20190928
A007286,5733,2,20190722
A007287,5733,2,20200923
A007288,5733,2,20200413
A007289,5733,2,20200412
A007290,5733,2,20160824
A007291,5733,2,20160813
A007292,5733,2,20150128
A007293,5733,2,20180616
A007294,5733,2,20150602
A007295,5733,2,20210706
A007296,5733,2,20210201
A007297,5130,1,20220501
A007298,5020,8,20140902
A007299,5020,8,20220725
A007300,5993,8,20190129
A007301,5063,8,20181222
A007302,NO PROPORCIONADO,NO PROPORCIONADO,20200228
A007303,5733,2,20140710
A007304,0124,10,20210529
A007305,5046,7,20151010
A007306,5046,7,20160209
A007307,5039,7,20140818
A007308,5038,2,20180626
A007309,5887,7,20160920
A007310,5128,2,20160501
A007311,5762,5,20170911
A007312,5180,8,20150423
A007313,5075,8,20140615
A007314,0024,3,20150925
A007315,NO PROPORCIONADO,NO PROPORCIONADO,20211209
A007316,NO PROPORCIONADO,NO PROPORCIONADO,20191214
A007317,5218,1,20210901
A007318,5219,1,20190523
A007319,5999,9,20180501
A007320,5219,1,20220408
A007321,NO PROPORCIONADO,NO PROPORCIONADO,20190721
A007322,0155,10,20170106
A007323,5223,1,20210717
A007324,5223,1,20190709
A007325,5150,1,20170625
A007326,5453,1,20200820
A007327,5134,1,20171015
A007328,5135,1,20210830
A007329,5132,1,20210204
A007330,0024,3,20180419
A007331,NO PROPORCIONADO,NO PROPORCIONADO,20200304
A007332,0024,3,20200822
A007333,0132,10,20220319
A007334,NO PROPORCIONADO,NO PROPORCIONADO,20161028
A007335,5214,4,20190622
A007336,5995,9,20190419
A007337,5995,9,20190419
A007338,5028,4,20190207
A007339,5028,4,20190514
A007340,NO PROPORCIONADO,NO PROPORCIONADO,20201018
A007341,0024,3,20150312
A007342,5409,8,20180617
A007343,NO PROPORCIONADO,NO PROPORCIONADO,20210827
A007344,5050,7,20220829
A007345,5173,8,20161228
A007346,5410,9,20221202
A007347,5075,8,20190613
A007348,5050,7,20191207
A007349,0018,3,20220219
A007350,NO PROPORCIONADO,NO PROPORCIONADO,20161129
A007351,NO PROPORCIONADO,NO PROPORCIONADO,20160831
A007352,NO PROPORCIONADO,NO PROPORCIONADO,20150901
A007353,NO PROPORCIONADO,NO PROPORCIONADO,20181224
A007354,NO PROPORCIONADO,NO PROPORCIONADO,20191103
A007355,NO PROPORCIONADO,NO PROPORCIONADO,20221204
A007356,5079,1,20160321
A007357,5064,8,20200127
A007358,5064,8,20180617
A007359,5096,7,20150415
A007360,5195,7,20211213
A007361,5246,7,20140128
A007362,5034,8,20141023
A007363,5080,2,20170614
A007364,5603,4,20140123
A007365,5013,7,20200313
A007366,5147,7,20190809
A007367,5245,7,20170525
A007368,5082,2,20150930
A007369,5124,1,20170807
A007370,5208,2,20220207
A007371,0093,3,20171221
A007372,5001,7,20220623
A007373,5124,1,20180216
A007374,0093,3,20140914
A007375,5950,8,20200424
A007376,5080,2,20160114
A007377,5661,1,20171016
A007378,5074,8,20211212
A007379,5064,8,20160718
A007380,5686,5,20150826
A007381,5733,2,20150430
A007382,5733,2,20200610
A007383,5046,7,20170614
A007384,5119,7,20180306
A007385,5682,4,20220213
A007386,5038,2,20160225
A007387,NO PROPORCIONADO,NO PROPORCIONADO,20150317
A007388,NO PROPORCIONADO,NO PROPORCIONADO,20180413
A007389,0024,3,20220901
A007390,0034,3,20181203
A007391,0089,3,20220306
A007392,0095,3,20170911
A007393,5199,9,20171019
A007394,5199,9,20140708
A007395,NO PROPORCIONADO,NO PROPORCIONADO,20191211
A007396,5031,8,20211216
A007397,5992,5,20181018
A007398,6004,5,20150117
A007399,5054,2,20200318
A007400,5169,1,20151123
A007401,5325,1,20160509
A007402,5237,1,20140629
A007403,0121,3,20160708
A007404,0024,3,20171022
A007405,0089,3,20140512
A007406,NO PROPORCIONADO,NO PROPORCIONADO,20180826
A007407,NO PROPORCIONADO,NO PROPORCIONADO,20210410
A007408,0026,3,20210226
A007409,5099,7,20180428
A007410,5093,7,20220319
A007411,5056,8,20210204
A007412,NO PROPORCIONADO,NO PROPORCIONADO,20200725
A007413,0024,3,20150217
A007414,0089,3,20170226
A007415,NO PROPORCIONADO,NO PROPORCIONADO,20180311
A007416,0093,3,20220528
A007417,5214,4,20160411
A007418,NO PROPORCIONADO,NO PROPORCIONADO,20140913
A007419,0105,3,20181214
A007420,0018,3,20160416
A007421,5223,1,20161111
A007422,5132,1,20170902
A007423,5015,1,20180430
A007424,5134,1,20210610
A007425,5509,1,20170316
A007426,5509,1,20190522
A007427,5509,1,20201009
A007428,5130,1,20180409
A007429,0007,3,20170601
A007430,0024,3,20140504
A007431,NO PROPORCIONADO,NO PROPORCIONADO,20180504
A007432,5065,8,20211029
A007433,5098,1,20160608
A007434,6011,8,20210115
A007435,0034,3,20170826
A007436,5916,10,20141022
A007437,5291,4,20150325
A007438,5124,1,20141026
A007439,5934,2,20190729
A007440,5409,8,20170308
A007441,5452,4,20201008
A007442,5452,4,20210911
A007443,6006,9,20181110
A007444,5669,9,20220502
A007445,5851,5,20140304
A007446,5440,9,20210929
A007447,5603,4,20200911
A007448,5053,2,20170122
A007449,5621,1,20210204
A007450,5621,1,20161219
A007451,5621,1,20221115
A007452,5841,7,20210903
A007453,5421,4,20191011
A007454,5092,7,20160517
A007455,5177,7,20160718
A007456,5143,1,20140429
A007457,5396,4,20150919
A007458,5206,7,20140910
A007459,5062,7,20221031
A007460,5333,4,20150116
A007461,5351,8,20140105
A007462,5013,7,20160612
A007463,5218,8,20170202
A007464,5159,7,20141005
A007465,5070,1,20161211
A007466,5159,7,20190619
A007467,0018,3,20150107
A007468,0024,3,20170110
A007469,5112,1,20150325
A007470,5113,8,20191227
A007471,5891,8,20210927
A007472,5385,9,20200131
A007473,5709,7,20140331
A007474,5392,2,20210930
A007475,5103,8,20211030
A007476,5942,8,20210302
A007477,5641,1,20200211
A007478,5226,7,20220606
A007479,5184,2,20181025
A007480,5950,8,20140520
A007481,5001,7,20211105
A007482,5080,2,20200608
A007483,0024,3,20140714
A007484,0095,3,20171011
A007485,NO PROPORCIONADO,NO PROPORCIONADO,20150118
A007486,0093,3,20140919
A007487,NO PROPORCIONADO,NO PROPORCIONADO,20171003
A007488,NO PROPORCIONADO,NO PROPORCIONADO,20150602
A007489,NO PROPORCIONADO,NO PROPORCIONADO,20170704
A007490,NO PROPORCIONADO,NO PROPORCIONADO,20210429
A007491,0089,3,20180827
A007492,NO PROPORCIONADO,NO PROPORCIONADO,20220623
A007493,NO PROPORCIONADO,NO PROPORCIONADO,20171218
A007494,NO PROPORCIONADO,NO PROPORCIONADO,20180101
A007495,NO PROPORCIONADO,NO PROPORCIONADO,20160103
A007496,5040,7,20220411
A007497,0155,10,20210606
A007498,0024,3,20170731
A007499,0024,3,20171014
A007500,0007,3,20160423
A007501,5187,7,20161031
A007502,5147,7,20220406
A007503,5262,1,20201204
A007504,5237,1,20150812
A007505,0024,3,20201220
A007506,5169,1,20190209
A007507,5325,1,20211005
A007508,5029,7,20221109
A007509,5092,7,20140427
A007510,5092,7,20220417
A007511,5057,2,20221114
A007512,5036,2,20211124
A007513,5031,8,20170223
A007514,5405,9,20160323
A007515,NO PROPORCIONADO,NO PROPORCIONADO,20200830
