TimeID,Anio,Semestre,Cuatrimestre,Trimestre,Mes,Dia_semana,Dia
20190908,2019,2S,3C,3T,9,Sunday,8
20190909,2019,2S,3C,3T,9,Monday,9
20190910,2019,2S,3C,3T,9,Tuesday,10
20190911,2019,2S,3C,3T,9,Wednesday,11
20190912,2019,2S,3C,3T,9,Thursday,12
20190913,2019,2S,3C,3T,9,Friday,13
20190914,2019,2S,3C,3T,9,Saturday,14
20190915,2019,2S,3C,3T,9,Sunday,15
20190916,2019,2S,3C,3T,9,Monday,16
20190917,2019,2S,3C,3T,9,Tuesday,17
20190918,2019,2S,3C,3T,9,Wednesday,18
20190919,2019,2S,3C,3T,9,Thursday,19
20190920,2019,2S,3C,3T,9,Friday,20
20190921,2019,2S,3C,3T,9,Saturday,21
20190922,2019,2S,3C,3T,9,Sunday,22
20190923,2019,2S,3C,3T,9,Monday,23
20190924,2019,2S,3C,3T,9,Tuesday,24
20190925,2019,2S,3C,3T,9,Wednesday,25
20190926,2019,2S,3C,3T,9,Thursday,26
20190927,2019,2S,3C,3T,9,Friday,27
20190928,2019,2S,3C,3T,9,Saturday,28
20190929,2019,2S,3C,3T,9,Sunday,29
20190930,2019,2S,3C,3T,9,Monday,30
20191001,2019,2S,3C,4T,10,Tuesday,1
20191002,2019,2S,3C,4T,10,Wednesday,2
20191003,2019,2S,3C,4T,10,Thursday,3
20191004,2019,2S,3C,4T,10,Friday,4
20191005,2019,2S,3C,4T,10,Saturday,5
20191006,2019,2S,3C,4T,10,Sunday,6
20191007,2019,2S,3C,4T,10,Monday,7
20191008,2019,2S,3C,4T,10,Tuesday,8
20191009,2019,2S,3C,4T,10,Wednesday,9
20191010,2019,2S,3C,4T,10,Thursday,10
20191011,2019,2S,3C,4T,10,Friday,11
20191012,2019,2S,3C,4T,10,Saturday,12
20191013,2019,2S,3C,4T,10,Sunday,13
20191014,2019,2S,3C,4T,10,Monday,14
20191015,2019,2S,3C,4T,10,Tuesday,15
20191016,2019,2S,3C,4T,10,Wednesday,16
20191017,2019,2S,3C,4T,10,Thursday,17
20191018,2019,2S,3C,4T,10,Friday,18
20191019,2019,2S,3C,4T,10,Saturday,19
20191020,2019,2S,3C,4T,10,Sunday,20
20191021,2019,2S,3C,4T,10,Monday,21
20191022,2019,2S,3C,4T,10,Tuesday,22
20191023,2019,2S,3C,4T,10,Wednesday,23
20191024,2019,2S,3C,4T,10,Thursday,24
20191025,2019,2S,3C,4T,10,Friday,25
20191026,2019,2S,3C,4T,10,Saturday,26
20191027,2019,2S,3C,4T,10,Sunday,27
20191028,2019,2S,3C,4T,10,Monday,28
20191029,2019,2S,3C,4T,10,Tuesday,29
20191030,2019,2S,3C,4T,10,Wednesday,30
20191031,2019,2S,3C,4T,10,Thursday,31
20191101,2019,2S,3C,4T,11,Friday,1
20191102,2019,2S,3C,4T,11,Saturday,2
20191103,2019,2S,3C,4T,11,Sunday,3
20191104,2019,2S,3C,4T,11,Monday,4
20191105,2019,2S,3C,4T,11,Tuesday,5
20191106,2019,2S,3C,4T,11,Wednesday,6
20191107,2019,2S,3C,4T,11,Thursday,7
20191108,2019,2S,3C,4T,11,Friday,8
20191109,2019,2S,3C,4T,11,Saturday,9
20191110,2019,2S,3C,4T,11,Sunday,10
20191111,2019,2S,3C,4T,11,Monday,11
20191112,2019,2S,3C,4T,11,Tuesday,12
20191113,2019,2S,3C,4T,11,Wednesday,13
20191114,2019,2S,3C,4T,11,Thursday,14
20191115,2019,2S,3C,4T,11,Friday,15
20191116,2019,2S,3C,4T,11,Saturday,16
20191117,2019,2S,3C,4T,11,Sunday,17
20191118,2019,2S,3C,4T,11,Monday,18
20191119,2019,2S,3C,4T,11,Tuesday,19
20191120,2019,2S,3C,4T,11,Wednesday,20
20191121,2019,2S,3C,4T,11,Thursday,21
20191122,2019,2S,3C,4T,11,Friday,22
20191123,2019,2S,3C,4T,11,Saturday,23
20191124,2019,2S,3C,4T,11,Sunday,24
20191125,2019,2S,3C,4T,11,Monday,25
20191126,2019,2S,3C,4T,11,Tuesday,26
20191127,2019,2S,3C,4T,11,Wednesday,27
20191128,2019,2S,3C,4T,11,Thursday,28
20191129,2019,2S,3C,4T,11,Friday,29
20191130,2019,2S,3C,4T,11,Saturday,30
20191201,2019,2S,3C,4T,12,Sunday,1
20191202,2019,2S,3C,4T,12,Monday,2
20191203,2019,2S,3C,4T,12,Tuesday,3
20191204,2019,2S,3C,4T,12,Wednesday,4
20191205,2019,2S,3C,4T,12,Thursday,5
20191206,2019,2S,3C,4T,12,Friday,6
20191207,2019,2S,3C,4T,12,Saturday,7
20191208,2019,2S,3C,4T,12,Sunday,8
20191209,2019,2S,3C,4T,12,Monday,9
20191210,2019,2S,3C,4T,12,Tuesday,10
20191211,2019,2S,3C,4T,12,Wednesday,11
20191212,2019,2S,3C,4T,12,Thursday,12
20191213,2019,2S,3C,4T,12,Friday,13
20191214,2019,2S,3C,4T,12,Saturday,14
20191215,2019,2S,3C,4T,12,Sunday,15
20191216,2019,2S,3C,4T,12,Monday,16
20191217,2019,2S,3C,4T,12,Tuesday,17
20191218,2019,2S,3C,4T,12,Wednesday,18
20191219,2019,2S,3C,4T,12,Thursday,19
20191220,2019,2S,3C,4T,12,Friday,20
20191221,2019,2S,3C,4T,12,Saturday,21
20191222,2019,2S,3C,4T,12,Sunday,22
20191223,2019,2S,3C,4T,12,Monday,23
20191224,2019,2S,3C,4T,12,Tuesday,24
20191225,2019,2S,3C,4T,12,Wednesday,25
20191226,2019,2S,3C,4T,12,Thursday,26
20191227,2019,2S,3C,4T,12,Friday,27
20191228,2019,2S,3C,4T,12,Saturday,28
20191229,2019,2S,3C,4T,12,Sunday,29
20191230,2019,2S,3C,4T,12,Monday,30
20191231,2019,2S,3C,4T,12,Tuesday,31
20200101,2020,1S,1C,1T,1,Wednesday,1
20200102,2020,1S,1C,1T,1,Thursday,2
20200103,2020,1S,1C,1T,1,Friday,3
20200104,2020,1S,1C,1T,1,Saturday,4
20200105,2020,1S,1C,1T,1,Sunday,5
20200106,2020,1S,1C,1T,1,Monday,6
20200107,2020,1S,1C,1T,1,Tuesday,7
20200108,2020,1S,1C,1T,1,Wednesday,8
20200109,2020,1S,1C,1T,1,Thursday,9
20200110,2020,1S,1C,1T,1,Friday,10
20200111,2020,1S,1C,1T,1,Saturday,11
20200112,2020,1S,1C,1T,1,Sunday,12
20200113,2020,1S,1C,1T,1,Monday,13
20200114,2020,1S,1C,1T,1,Tuesday,14
20200115,2020,1S,1C,1T,1,Wednesday,15
20200116,2020,1S,1C,1T,1,Thursday,16
20200117,2020,1S,1C,1T,1,Friday,17
20200118,2020,1S,1C,1T,1,Saturday,18
20200119,2020,1S,1C,1T,1,Sunday,19
20200120,2020,1S,1C,1T,1,Monday,20
20200121,2020,1S,1C,1T,1,Tuesday,21
20200122,2020,1S,1C,1T,1,Wednesday,22
20200123,2020,1S,1C,1T,1,Thursday,23
20200124,2020,1S,1C,1T,1,Friday,24
20200125,2020,1S,1C,1T,1,Saturday,25
20200126,2020,1S,1C,1T,1,Sunday,26
20200127,2020,1S,1C,1T,1,Monday,27
20200128,2020,1S,1C,1T,1,Tuesday,28
20200129,2020,1S,1C,1T,1,Wednesday,29
20200130,2020,1S,1C,1T,1,Thursday,30
20200131,2020,1S,1C,1T,1,Friday,31
20200201,2020,1S,1C,1T,2,Saturday,1
20200202,2020,1S,1C,1T,2,Sunday,2
20200203,2020,1S,1C,1T,2,Monday,3
20200204,2020,1S,1C,1T,2,Tuesday,4
20200205,2020,1S,1C,1T,2,Wednesday,5
20200206,2020,1S,1C,1T,2,Thursday,6
20200207,2020,1S,1C,1T,2,Friday,7
20200208,2020,1S,1C,1T,2,Saturday,8
20200209,2020,1S,1C,1T,2,Sunday,9
20200210,2020,1S,1C,1T,2,Monday,10
20200211,2020,1S,1C,1T,2,Tuesday,11
20200212,2020,1S,1C,1T,2,Wednesday,12
20200213,2020,1S,1C,1T,2,Thursday,13
20200214,2020,1S,1C,1T,2,Friday,14
20200215,2020,1S,1C,1T,2,Saturday,15
20200216,2020,1S,1C,1T,2,Sunday,16
20200217,2020,1S,1C,1T,2,Monday,17
20200218,2020,1S,1C,1T,2,Tuesday,18
20200219,2020,1S,1C,1T,2,Wednesday,19
20200220,2020,1S,1C,1T,2,Thursday,20
20200221,2020,1S,1C,1T,2,Friday,21
20200222,2020,1S,1C,1T,2,Saturday,22
20200223,2020,1S,1C,1T,2,Sunday,23
20200224,2020,1S,1C,1T,2,Monday,24
20200225,2020,1S,1C,1T,2,Tuesday,25
20200226,2020,1S,1C,1T,2,Wednesday,26
20200227,2020,1S,1C,1T,2,Thursday,27
20200228,2020,1S,1C,1T,2,Friday,28
20200229,2020,1S,1C,1T,2,Saturday,29
20200301,2020,1S,1C,1T,3,Sunday,1
20200302,2020,1S,1C,1T,3,Monday,2
20200303,2020,1S,1C,1T,3,Tuesday,3
20200304,2020,1S,1C,1T,3,Wednesday,4
20200305,2020,1S,1C,1T,3,Thursday,5
20200306,2020,1S,1C,1T,3,Friday,6
20200307,2020,1S,1C,1T,3,Saturday,7
20200308,2020,1S,1C,1T,3,Sunday,8
20200309,2020,1S,1C,1T,3,Monday,9
20200310,2020,1S,1C,1T,3,Tuesday,10
20200311,2020,1S,1C,1T,3,Wednesday,11
20200312,2020,1S,1C,1T,3,Thursday,12
20200313,2020,1S,1C,1T,3,Friday,13
20200314,2020,1S,1C,1T,3,Saturday,14
20200315,2020,1S,1C,1T,3,Sunday,15
20200316,2020,1S,1C,1T,3,Monday,16
20200317,2020,1S,1C,1T,3,Tuesday,17
20200318,2020,1S,1C,1T,3,Wednesday,18
20200319,2020,1S,1C,1T,3,Thursday,19
20200320,2020,1S,1C,1T,3,Friday,20
20200321,2020,1S,1C,1T,3,Saturday,21
20200322,2020,1S,1C,1T,3,Sunday,22
20200323,2020,1S,1C,1T,3,Monday,23
20200324,2020,1S,1C,1T,3,Tuesday,24
20200325,2020,1S,1C,1T,3,Wednesday,25
20200326,2020,1S,1C,1T,3,Thursday,26
20200327,2020,1S,1C,1T,3,Friday,27
20200328,2020,1S,1C,1T,3,Saturday,28
20200329,2020,1S,1C,1T,3,Sunday,29
20200330,2020,1S,1C,1T,3,Monday,30
20200331,2020,1S,1C,1T,3,Tuesday,31
20200401,2020,1S,1C,2T,4,Wednesday,1
20200402,2020,1S,1C,2T,4,Thursday,2
20200403,2020,1S,1C,2T,4,Friday,3
20200404,2020,1S,1C,2T,4,Saturday,4
20200405,2020,1S,1C,2T,4,Sunday,5
20200406,2020,1S,1C,2T,4,Monday,6
20200407,2020,1S,1C,2T,4,Tuesday,7
20200408,2020,1S,1C,2T,4,Wednesday,8
20200409,2020,1S,1C,2T,4,Thursday,9
20200410,2020,1S,1C,2T,4,Friday,10
20200411,2020,1S,1C,2T,4,Saturday,11
20200412,2020,1S,1C,2T,4,Sunday,12
20200413,2020,1S,1C,2T,4,Monday,13
20200414,2020,1S,1C,2T,4,Tuesday,14
20200415,2020,1S,1C,2T,4,Wednesday,15
20200416,2020,1S,1C,2T,4,Thursday,16
20200417,2020,1S,1C,2T,4,Friday,17
20200418,2020,1S,1C,2T,4,Saturday,18
20200419,2020,1S,1C,2T,4,Sunday,19
20200420,2020,1S,1C,2T,4,Monday,20
20200421,2020,1S,1C,2T,4,Tuesday,21
20200422,2020,1S,1C,2T,4,Wednesday,22
20200423,2020,1S,1C,2T,4,Thursday,23
20200424,2020,1S,1C,2T,4,Friday,24
20200425,2020,1S,1C,2T,4,Saturday,25
20200426,2020,1S,1C,2T,4,Sunday,26
20200427,2020,1S,1C,2T,4,Monday,27
20200428,2020,1S,1C,2T,4,Tuesday,28
20200429,2020,1S,1C,2T,4,Wednesday,29
20200430,2020,1S,1C,2T,4,Thursday,30
20200501,2020,1S,2C,2T,5,Friday,1
20200502,2020,1S,2C,2T,5,Saturday,2
20200503,2020,1S,2C,2T,5,Sunday,3
20200504,2020,1S,2C,2T,5,Monday,4
20200505,2020,1S,2C,2T,5,Tuesday,5
20200506,2020,1S,2C,2T,5,Wednesday,6
20200507,2020,1S,2C,2T,5,Thursday,7
20200508,2020,1S,2C,2T,5,Friday,8
20200509,2020,1S,2C,2T,5,Saturday,9
20200510,2020,1S,2C,2T,5,Sunday,10
20200511,2020,1S,2C,2T,5,Monday,11
20200512,2020,1S,2C,2T,5,Tuesday,12
20200513,2020,1S,2C,2T,5,Wednesday,13
20200514,2020,1S,2C,2T,5,Thursday,14
20200515,2020,1S,2C,2T,5,Friday,15
20200516,2020,1S,2C,2T,5,Saturday,16
20200517,2020,1S,2C,2T,5,Sunday,17
20200518,2020,1S,2C,2T,5,Monday,18
20200519,2020,1S,2C,2T,5,Tuesday,19
20200520,2020,1S,2C,2T,5,Wednesday,20
20200521,2020,1S,2C,2T,5,Thursday,21
20200522,2020,1S,2C,2T,5,Friday,22
20200523,2020,1S,2C,2T,5,Saturday,23
20200524,2020,1S,2C,2T,5,Sunday,24
20200525,2020,1S,2C,2T,5,Monday,25
20200526,2020,1S,2C,2T,5,Tuesday,26
20200527,2020,1S,2C,2T,5,Wednesday,27
20200528,2020,1S,2C,2T,5,Thursday,28
20200529,2020,1S,2C,2T,5,Friday,29
20200530,2020,1S,2C,2T,5,Saturday,30
20200531,2020,1S,2C,2T,5,Sunday,31
20200601,2020,1S,2C,2T,6,Monday,1
20200602,2020,1S,2C,2T,6,Tuesday,2
20200603,2020,1S,2C,2T,6,Wednesday,3
20200604,2020,1S,2C,2T,6,Thursday,4
20200605,2020,1S,2C,2T,6,Friday,5
20200606,2020,1S,2C,2T,6,Saturday,6
20200607,2020,1S,2C,2T,6,Sunday,7
20200608,2020,1S,2C,2T,6,Monday,8
20200609,2020,1S,2C,2T,6,Tuesday,9
20200610,2020,1S,2C,2T,6,Wednesday,10
20200611,2020,1S,2C,2T,6,Thursday,11
20200612,2020,1S,2C,2T,6,Friday,12
20200613,2020,1S,2C,2T,6,Saturday,13
20200614,2020,1S,2C,2T,6,Sunday,14
20200615,2020,1S,2C,2T,6,Monday,15
20200616,2020,1S,2C,2T,6,Tuesday,16
20200617,2020,1S,2C,2T,6,Wednesday,17
20200618,2020,1S,2C,2T,6,Thursday,18
20200619,2020,1S,2C,2T,6,Friday,19
20200620,2020,1S,2C,2T,6,Saturday,20
20200621,2020,1S,2C,2T,6,Sunday,21
20200622,2020,1S,2C,2T,6,Monday,22
20200623,2020,1S,2C,2T,6,Tuesday,23
20200624,2020,1S,2C,2T,6,Wednesday,24
20200625,2020,1S,2C,2T,6,Thursday,25
20200626,2020,1S,2C,2T,6,Friday,26
20200627,2020,1S,2C,2T,6,Saturday,27
20200628,2020,1S,2C,2T,6,Sunday,28
20200629,2020,1S,2C,2T,6,Monday,29
20200630,2020,1S,2C,2T,6,Tuesday,30
20200701,2020,2S,2C,3T,7,Wednesday,1
20200702,2020,2S,2C,3T,7,Thursday,2
20200703,2020,2S,2C,3T,7,Friday,3
20200704,2020,2S,2C,3T,7,Saturday,4
20200705,2020,2S,2C,3T,7,Sunday,5
20200706,2020,2S,2C,3T,7,Monday,6
20200707,2020,2S,2C,3T,7,Tuesday,7
20200708,2020,2S,2C,3T,7,Wednesday,8
20200709,2020,2S,2C,3T,7,Thursday,9
20200710,2020,2S,2C,3T,7,Friday,10
20200711,2020,2S,2C,3T,7,Saturday,11
20200712,2020,2S,2C,3T,7,Sunday,12
20200713,2020,2S,2C,3T,7,Monday,13
20200714,2020,2S,2C,3T,7,Tuesday,14
20200715,2020,2S,2C,3T,7,Wednesday,15
20200716,2020,2S,2C,3T,7,Thursday,16
20200717,2020,2S,2C,3T,7,Friday,17
20200718,2020,2S,2C,3T,7,Saturday,18
20200719,2020,2S,2C,3T,7,Sunday,19
20200720,2020,2S,2C,3T,7,Monday,20
20200721,2020,2S,2C,3T,7,Tuesday,21
20200722,2020,2S,2C,3T,7,Wednesday,22
20200723,2020,2S,2C,3T,7,Thursday,23
20200724,2020,2S,2C,3T,7,Friday,24
20200725,2020,2S,2C,3T,7,Saturday,25
20200726,2020,2S,2C,3T,7,Sunday,26
20200727,2020,2S,2C,3T,7,Monday,27
20200728,2020,2S,2C,3T,7,Tuesday,28
20200729,2020,2S,2C,3T,7,Wednesday,29
20200730,2020,2S,2C,3T,7,Thursday,30
20200731,2020,2S,2C,3T,7,Friday,31
20200801,2020,2S,2C,3T,8,Saturday,1
20200802,2020,2S,2C,3T,8,Sunday,2
20200803,2020,2S,2C,3T,8,Monday,3
20200804,2020,2S,2C,3T,8,Tuesday,4
20200805,2020,2S,2C,3T,8,Wednesday,5
20200806,2020,2S,2C,3T,8,Thursday,6
20200807,2020,2S,2C,3T,8,Friday,7
20200808,2020,2S,2C,3T,8,Saturday,8
20200809,2020,2S,2C,3T,8,Sunday,9
20200810,2020,2S,2C,3T,8,Monday,10
20200811,2020,2S,2C,3T,8,Tuesday,11
20200812,2020,2S,2C,3T,8,Wednesday,12
20200813,2020,2S,2C,3T,8,Thursday,13
20200814,2020,2S,2C,3T,8,Friday,14
20200815,2020,2S,2C,3T,8,Saturday,15
20200816,2020,2S,2C,3T,8,Sunday,16
20200817,2020,2S,2C,3T,8,Monday,17
20200818,2020,2S,2C,3T,8,Tuesday,18
20200819,2020,2S,2C,3T,8,Wednesday,19
20200820,2020,2S,2C,3T,8,Thursday,20
20200821,2020,2S,2C,3T,8,Friday,21
20200822,2020,2S,2C,3T,8,Saturday,22
20200823,2020,2S,2C,3T,8,Sunday,23
20200824,2020,2S,2C,3T,8,Monday,24
20200825,2020,2S,2C,3T,8,Tuesday,25
20200826,2020,2S,2C,3T,8,Wednesday,26
20200827,2020,2S,2C,3T,8,Thursday,27
20200828,2020,2S,2C,3T,8,Friday,28
20200829,2020,2S,2C,3T,8,Saturday,29
20200830,2020,2S,2C,3T,8,Sunday,30
20200831,2020,2S,2C,3T,8,Monday,31
20200901,2020,2S,3C,3T,9,Tuesday,1
20200902,2020,2S,3C,3T,9,Wednesday,2
20200903,2020,2S,3C,3T,9,Thursday,3
20200904,2020,2S,3C,3T,9,Friday,4
20200905,2020,2S,3C,3T,9,Saturday,5
20200906,2020,2S,3C,3T,9,Sunday,6
20200907,2020,2S,3C,3T,9,Monday,7
20200908,2020,2S,3C,3T,9,Tuesday,8
20200909,2020,2S,3C,3T,9,Wednesday,9
20200910,2020,2S,3C,3T,9,Thursday,10
20200911,2020,2S,3C,3T,9,Friday,11
20200912,2020,2S,3C,3T,9,Saturday,12
20200913,2020,2S,3C,3T,9,Sunday,13
20200914,2020,2S,3C,3T,9,Monday,14
20200915,2020,2S,3C,3T,9,Tuesday,15
20200916,2020,2S,3C,3T,9,Wednesday,16
20200917,2020,2S,3C,3T,9,Thursday,17
20200918,2020,2S,3C,3T,9,Friday,18
20200919,2020,2S,3C,3T,9,Saturday,19
20200920,2020,2S,3C,3T,9,Sunday,20
20200921,2020,2S,3C,3T,9,Monday,21
20200922,2020,2S,3C,3T,9,Tuesday,22
20200923,2020,2S,3C,3T,9,Wednesday,23
20200924,2020,2S,3C,3T,9,Thursday,24
20200925,2020,2S,3C,3T,9,Friday,25
20200926,2020,2S,3C,3T,9,Saturday,26
20200927,2020,2S,3C,3T,9,Sunday,27
20200928,2020,2S,3C,3T,9,Monday,28
20200929,2020,2S,3C,3T,9,Tuesday,29
20200930,2020,2S,3C,3T,9,Wednesday,30
20201001,2020,2S,3C,4T,10,Thursday,1
20201002,2020,2S,3C,4T,10,Friday,2
20201003,2020,2S,3C,4T,10,Saturday,3
20201004,2020,2S,3C,4T,10,Sunday,4
20201005,2020,2S,3C,4T,10,Monday,5
20201006,2020,2S,3C,4T,10,Tuesday,6
20201007,2020,2S,3C,4T,10,Wednesday,7
20201008,2020,2S,3C,4T,10,Thursday,8
20201009,2020,2S,3C,4T,10,Friday,9
20201010,2020,2S,3C,4T,10,Saturday,10
20201011,2020,2S,3C,4T,10,Sunday,11
20201012,2020,2S,3C,4T,10,Monday,12
20201013,2020,2S,3C,4T,10,Tuesday,13
20201014,2020,2S,3C,4T,10,Wednesday,14
20201015,2020,2S,3C,4T,10,Thursday,15
20201016,2020,2S,3C,4T,10,Friday,16
20201017,2020,2S,3C,4T,10,Saturday,17
20201018,2020,2S,3C,4T,10,Sunday,18
20201019,2020,2S,3C,4T,10,Monday,19
20201020,2020,2S,3C,4T,10,Tuesday,20
20201021,2020,2S,3C,4T,10,Wednesday,21
20201022,2020,2S,3C,4T,10,Thursday,22
20201023,2020,2S,3C,4T,10,Friday,23
20201024,2020,2S,3C,4T,10,Saturday,24
20201025,2020,2S,3C,4T,10,Sunday,25
20201026,2020,2S,3C,4T,10,Monday,26
20201027,2020,2S,3C,4T,10,Tuesday,27
20201028,2020,2S,3C,4T,10,Wednesday,28
20201029,2020,2S,3C,4T,10,Thursday,29
20201030,2020,2S,3C,4T,10,Friday,30
20201031,2020,2S,3C,4T,10,Saturday,31
20201101,2020,2S,3C,4T,11,Sunday,1
20201102,2020,2S,3C,4T,11,Monday,2
20201103,2020,2S,3C,4T,11,Tuesday,3
20201104,2020,2S,3C,4T,11,Wednesday,4
20201105,2020,2S,3C,4T,11,Thursday,5
20201106,2020,2S,3C,4T,11,Friday,6
20201107,2020,2S,3C,4T,11,Saturday,7
20201108,2020,2S,3C,4T,11,Sunday,8
20201109,2020,2S,3C,4T,11,Monday,9
20201110,2020,2S,3C,4T,11,Tuesday,10
20201111,2020,2S,3C,4T,11,Wednesday,11
20201112,2020,2S,3C,4T,11,Thursday,12
20201113,2020,2S,3C,4T,11,Friday,13
20201114,2020,2S,3C,4T,11,Saturday,14
20201115,2020,2S,3C,4T,11,Sunday,15
20201116,2020,2S,3C,4T,11,Monday,16
20201117,2020,2S,3C,4T,11,Tuesday,17
20201118,2020,2S,3C,4T,11,Wednesday,18
20201119,2020,2S,3C,4T,11,Thursday,19
20201120,2020,2S,3C,4T,11,Friday,20
20201121,2020,2S,3C,4T,11,Saturday,21
20201122,2020,2S,3C,4T,11,Sunday,22
20201123,2020,2S,3C,4T,11,Monday,23
20201124,2020,2S,3C,4T,11,Tuesday,24
20201125,2020,2S,3C,4T,11,Wednesday,25
20201126,2020,2S,3C,4T,11,Thursday,26
20201127,2020,2S,3C,4T,11,Friday,27
20201128,2020,2S,3C,4T,11,Saturday,28
20201129,2020,2S,3C,4T,11,Sunday,29
20201130,2020,2S,3C,4T,11,Monday,30
20201201,2020,2S,3C,4T,12,Tuesday,1
20201202,2020,2S,3C,4T,12,Wednesday,2
20201203,2020,2S,3C,4T,12,Thursday,3
20201204,2020,2S,3C,4T,12,Friday,4
20201205,2020,2S,3C,4T,12,Saturday,5
20201206,2020,2S,3C,4T,12,Sunday,6
20201207,2020,2S,3C,4T,12,Monday,7
20201208,2020,2S,3C,4T,12,Tuesday,8
20201209,2020,2S,3C,4T,12,Wednesday,9
20201210,2020,2S,3C,4T,12,Thursday,10
20201211,2020,2S,3C,4T,12,Friday,11
20201212,2020,2S,3C,4T,12,Saturday,12
20201213,2020,2S,3C,4T,12,Sunday,13
20201214,2020,2S,3C,4T,12,Monday,14
20201215,2020,2S,3C,4T,12,Tuesday,15
20201216,2020,2S,3C,4T,12,Wednesday,16
20201217,2020,2S,3C,4T,12,Thursday,17
20201218,2020,2S,3C,4T,12,Friday,18
20201219,2020,2S,3C,4T,12,Saturday,19
20201220,2020,2S,3C,4T,12,Sunday,20
20201221,2020,2S,3C,4T,12,Monday,21
20201222,2020,2S,3C,4T,12,Tuesday,22
20201223,2020,2S,3C,4T,12,Wednesday,23
20201224,2020,2S,3C,4T,12,Thursday,24
20201225,2020,2S,3C,4T,12,Friday,25
20201226,2020,2S,3C,4T,12,Saturday,26
20201227,2020,2S,3C,4T,12,Sunday,27
20201228,2020,2S,3C,4T,12,Monday,28
20201229,2020,2S,3C,4T,12,Tuesday,29
20201230,2020,2S,3C,4T,12,Wednesday,30
20201231,2020,2S,3C,4T,12,Thursday,31
20210101,2021,1S,1C,1T,1,Friday,1
20210102,2021,1S,1C,1T,1,Saturday,2
20210103,2021,1S,1C,1T,1,Sunday,3
20210104,2021,1S,1C,1T,1,Monday,4
20210105,2021,1S,1C,1T,1,Tuesday,5
20210106,2021,1S,1C,1T,1,Wednesday,6
20210107,2021,1S,1C,1T,1,Thursday,7
20210108,2021,1S,1C,1T,1,Friday,8
20210109,2021,1S,1C,1T,1,Saturday,9
20210110,2021,1S,1C,1T,1,Sunday,10
20210111,2021,1S,1C,1T,1,Monday,11
20210112,2021,1S,1C,1T,1,Tuesday,12
20210113,2021,1S,1C,1T,1,Wednesday,13
20210114,2021,1S,1C,1T,1,Thursday,14
20210115,2021,1S,1C,1T,1,Friday,15
20210116,2021,1S,1C,1T,1,Saturday,16
20210117,2021,1S,1C,1T,1,Sunday,17
20210118,2021,1S,1C,1T,1,Monday,18
20210119,2021,1S,1C,1T,1,Tuesday,19
20210120,2021,1S,1C,1T,1,Wednesday,20
20210121,2021,1S,1C,1T,1,Thursday,21
20210122,2021,1S,1C,1T,1,Friday,22
20210123,2021,1S,1C,1T,1,Saturday,23
20210124,2021,1S,1C,1T,1,Sunday,24
20210125,2021,1S,1C,1T,1,Monday,25
20210126,2021,1S,1C,1T,1,Tuesday,26
20210127,2021,1S,1C,1T,1,Wednesday,27
20210128,2021,1S,1C,1T,1,Thursday,28
20210129,2021,1S,1C,1T,1,Friday,29
20210130,2021,1S,1C,1T,1,Saturday,30
20210131,2021,1S,1C,1T,1,Sunday,31
20210201,2021,1S,1C,1T,2,Monday,1
20210202,2021,1S,1C,1T,2,Tuesday,2
20210203,2021,1S,1C,1T,2,Wednesday,3
20210204,2021,1S,1C,1T,2,Thursday,4
20210205,2021,1S,1C,1T,2,Friday,5
20210206,2021,1S,1C,1T,2,Saturday,6
20210207,2021,1S,1C,1T,2,Sunday,7
20210208,2021,1S,1C,1T,2,Monday,8
20210209,2021,1S,1C,1T,2,Tuesday,9
20210210,2021,1S,1C,1T,2,Wednesday,10
20210211,2021,1S,1C,1T,2,Thursday,11
20210212,2021,1S,1C,1T,2,Friday,12
20210213,2021,1S,1C,1T,2,Saturday,13
20210214,2021,1S,1C,1T,2,Sunday,14
20210215,2021,1S,1C,1T,2,Monday,15
20210216,2021,1S,1C,1T,2,Tuesday,16
20210217,2021,1S,1C,1T,2,Wednesday,17
20210218,2021,1S,1C,1T,2,Thursday,18
20210219,2021,1S,1C,1T,2,Friday,19
20210220,2021,1S,1C,1T,2,Saturday,20
20210221,2021,1S,1C,1T,2,Sunday,21
20210222,2021,1S,1C,1T,2,Monday,22
20210223,2021,1S,1C,1T,2,Tuesday,23
20210224,2021,1S,1C,1T,2,Wednesday,24
20210225,2021,1S,1C,1T,2,Thursday,25
20210226,2021,1S,1C,1T,2,Friday,26
20210227,2021,1S,1C,1T,2,Saturday,27
20210228,2021,1S,1C,1T,2,Sunday,28
20210301,2021,1S,1C,1T,3,Monday,1
20210302,2021,1S,1C,1T,3,Tuesday,2
20210303,2021,1S,1C,1T,3,Wednesday,3
20210304,2021,1S,1C,1T,3,Thursday,4
20210305,2021,1S,1C,1T,3,Friday,5
20210306,2021,1S,1C,1T,3,Saturday,6
20210307,2021,1S,1C,1T,3,Sunday,7
20210308,2021,1S,1C,1T,3,Monday,8
20210309,2021,1S,1C,1T,3,Tuesday,9
20210310,2021,1S,1C,1T,3,Wednesday,10
20210311,2021,1S,1C,1T,3,Thursday,11
20210312,2021,1S,1C,1T,3,Friday,12
20210313,2021,1S,1C,1T,3,Saturday,13
20210314,2021,1S,1C,1T,3,Sunday,14
20210315,2021,1S,1C,1T,3,Monday,15
20210316,2021,1S,1C,1T,3,Tuesday,16
20210317,2021,1S,1C,1T,3,Wednesday,17
20210318,2021,1S,1C,1T,3,Thursday,18
